h_2005,facine3,p2_1,p2_8,p2_32,p2_69,p2_82,p2_5,p2_84,p2_70,p2_71,p4_10,p4_27,p4_33,p4_7_3,p4_15,p4_24,p4_35,np1,np2_1,np4_5,np4_18,renthog,percrent,bage,nsitlabdom,neducdom,nnumadtrab,havenegval,tienereal,cuentas,penseg,sideuda,tienefin,tiene,otraspr,valhog,allf,salcuentas,valpenseg,odeuhog,dvivpral,dpdte,deuoprop,dpdtehipo,deuhipv,hipo,phipo,perso,pperso,deuda_tarj,ptmos_tarj,otrasd,potrasd,adeuda,vdeuda,deuotros,actreales,actfinanc,riquezabr,riquezanet,percriq,deuinvref,deuveh,deubie,pagodeuda,alim,nodur,gvehic,gimpvehic,tvehic,timpvehic,p5_1,multipr,sex,educ,p2_2,p2_1.1,pagopr_vivpr,np2_5,p2_8.1,p2_9,p2_33,p2_35_1,p2_35_2,p2_35_3,p2_35a_1,p2_35a_2,p2_35a_3,p2_35a_4,p2_42_1,p2_43,rents,p7_4a,p7_4b,p2_23,p2_24,p2_25,p2_26,p2_39,pagopr_otr,p4_16,p4_40,p4_36,p4_25,s6_sum,s6_sum2,s6_sum3,s6_sum4,s6_sum5,s6_sum6,s6_sum7,s6_sum8,s6b_sum,s6b_sum_rent,p6_81,tipo_auton,direc,p5_1.1,empre,auton,riquezafin,deuda_vivienda,s6_owner,valor
4318,3008.44655621202,2,1,1,1,1,168283.39,8819.2,600,21035.42,2,2,2,7200,,,,1,1,1,0,24997.922,3,2,1,3,1,0,1,0,0,0,1,1,18000,0,,0,0,0,42000,1,7200,1,42000,0,0,0,0,0,0,0,0,1,49200,0,137083.39,7200,202302.59,153102.59,2,0,0,0,460,3600,7200,0,0,1,12000,1,0,1,12,1,2,364,168283.39,1,0,1,1,,,4,,,,8,0,,,,0,,2,2,4500,96,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,49200,1,0
4319,14.2084716392109,2,2,1,2,2,210354.24,,,60101.21,1,2,2,38000,4e+05,,,2,1,1,0,79871.24365,6,6,6,2,0,0,1,0,0,0,1,1,2006579.75,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2216933.99,438000,2654933.99,2654933.99,5,0,0,0,0,10320,14922.48046875,0,0,1,18030.36,1,0,1,6,1,2,0,210354.24,2,0,8,1,1,1,1,1,8,8,2,8463.66015625,72121.45,,,0,,1,2,501644.9375,0,8516.6,,,,0,0,0,1,0,0,0,0,0,0,2,0,1,2,,,4e+05,0,1,0
4320,84.9270762058256,2,,1,1,2,180303.63,,841.42,90151.82,2,2,2,6162.8,,,,3,1,1,0,34511.5674,4,5,6,1,1,0,1,1,0,0,1,1,408688.22,0,,6010.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588991.85,12172.92,601164.77,601164.77,5,0,0,0,0,4780.8,2431.3201171875,0,0,1,601.01,1,0,1,4,2,2,0,180303.63,,0,5,1,1,1,1,1,1,1,4,933.4,10602,,,0,,2,2,102172.055,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,1,2,,,0,0,1,0
4321,2099.00653938249,2,2,2,2,2,250000,,,15000,2,2,2,4634.2,,,,4,1,1,0,83034.0418,5.8,3,1,2,3,0,1,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,4634.2,254634.2,254634.2,3,0,0,0,0,7200,9600,0,0,1,12000,1,1,1,9,1,2,0,250000,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
4322,30.6040667327276,2,,1,2,1,360607.26,2e+05,,1e+05,1,2,2,5e+05,2500000,4e+06,,4,1,1,1,343200.80165,6,4,6,3,2,1,1,0,1,1,1,1,5382833.89,120202.42,,0,150253.02,3000,0,1,1200000,0,0,0,0,0,0,0,0,0,0,1,1200000,0,4543441.15,7153253.02,13216896.59,12016896.59,5,0,0,0,1000,9600,62521.44140625,1,30000,1,60000,0,0,1,10,2,2,0,360607.26,,0,20,2,2,1,3,1,1,1,1,8000,40000,,,0,,1,2,1345708.4725,0,54091.09,,,1e+05,0,1,0,0,0,0,0,0,2,2,1,1,1,1,2,1,6500000,1200000,1,150253.02
4323,2904.44795707605,2,2,2,2,2,180303.63,,,12020.24,2,2,2,1803.04,,,,2,1,1,0,17108.71636,2,6,5,1,0,0,1,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180303.63,1803.04,182106.67,182106.67,3,0,0,0,0,2163.60003662109,1442.52008056641,0,0,0,0,1,1,1,2,1,2,0,180303.63,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
4324,37.6374661319666,1,,1,2,1,,30050.61,,53006,1,1,2,20000,60101.21,300506.05,,1,0,1,1,53394.093,5,6,5,2,0,0,1,0,0,0,1,1,385515,0,331211.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385515,711818.86,1127384.47,1127384.47,5,0,0,0,0,24000,24000,0,0,0,0,1,0,2,6,,1,0,,,0,3,1,1,1,1,1,3,3,2,0,,,,0,,2,,96378.75,0,5000,,,0,0,0,0,1,0,0,0,0,0,0,2,0,,2,,,691818.86,0,1,0
4325,6003.35576621965,2,2,2,2,2,155926.6,,,12020.24,1,2,2,8414.8,901.52,,,5,1,1,0,71434.3672,5.8,4,1,3,2,0,1,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155926.6,9316.32,165242.92,165242.92,2.4,0,0,0,0,30000,12000,0,0,1,600,1,1,1,10,1,2,0,155926.6,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,28.2,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,901.52,0,0,0
4326,3267.74512918927,2,,2,2,2,150253.03,,,1803.04,2,2,2,300,,,,2,1,1,0,5981.416,1,4,4,1,0,0,1,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150253.03,300,150553.03,150553.03,2,0,0,0,0,5160,840.000000000001,0,0,0,0,1,1,2,2,1,2,0,150253.03,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,1,0,,2,,,0,0,0,0
4327,4914.70361782931,3,,2,1,2,,,300,2000,2,2,2,50,,,,4,0,1,0,24888,3,1,2,1,2,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,1,0,0,0,0,8400,7200,0,0,1,9015.18,1,1,2,4,,3,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
4328,1847.51183201593,2,2,1,2,2,228384.6,,,1000,2,2,2,1000,,,,2,1,1,0,29579.64725,4,4,2,1,2,1,1,1,1,0,1,1,128000,150253.03,,36000,20434.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356384.6,57434.42,564072.05,564072.05,5,0,0,0,0,12000,8400,0,0,1,6010.12,0,0,2,2,1,2,0,228384.6,2,0,1,2,,,1,,,,97,0,,,,0,,2,1,32000,0,,,,,0,1,0,0,0,0,0,0,2,2,2,2,,1,2,1,0,0,1,20434.42
4329,128.597811926818,97,,1,2,2,,,,36060.73,2,1,2,18030.36,,,,3,0,1,0,135185.8088,6,4,6,3,2,1,1,1,1,1,1,1,1223059.63,132883.7763,24040.48,60000,72121.45,12020.24,0,0,0,0,0,0,0,1,4808.1,0,0,0,0,1,4808.1,4808.1,1223059.63,186212.53,1542155.9363,1537347.8363,5,0,0,4808.1,210.350006103516,18030.3603515625,10818.240234375,0,0,1,12020.24,0,0,1,12,,97,0,,,0,2,1,1,,1,4,,,97,0,,,,0,,2,,305764.9075,0,,,,,1,1,0,0,0,0,0,0,2,2,2,3,1,1,2,3,24040.48,0,1,0
4330,316.522126110968,2,,1,2,2,108182.18,,,12020.24,1,1,2,4207.08,15025.3,,,3,1,1,0,27678.8887130469,3,5,5,2,0,0,1,0,0,0,1,1,150253.03,0,60101.21,0,0,0,0,0,0,0,0,0,0,1,5108.6,0,0,0,0,1,5108.6,5108.6,258435.21,79333.59,337768.8,332660.2,4,5108.6,0,0,221,7212.1201171875,3606.1201171875,0,0,1,601.01,1,0,2,10,1,2,0,108182.18,,0,1,2,,,1,,,,2,0,,,,0,,2,2,37563.2575,0,360.61,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,75126.51,0,1,0
4331,51.4530664172483,2,,1,1,2,360607.26,,300,12321.8,1,1,2,46017.2,54478.4,12,,3,1,1,1,136977.33,5.8,4,5,3,1,0,1,1,1,0,1,1,360607.26,0,24432.8,177022.4,94544.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721214.52,396507,1117721.52,1117721.52,5,0,0,0,0,6050.4,7488,0,0,1,6500,0,0,1,10,1,2,0,360607.26,,0,1,1,,,1,,,,3,0,,,,0,,2,2,90151.815,0,315,,,0,0,0,0,1,0,0,0,0,0,0,1,0,,1,,,78923.2,0,1,94544.2
4332,73.3389753702351,2,,1,2,2,240404.84,,,24040.48,1,2,2,12020.24,2404.05,,,4,1,1,0,60177.5248,5,5,6,1,1,0,1,0,0,0,1,1,805356.22,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045761.06,14424.29,1060185.35,1060185.35,5,0,0,0,0,4327.31982421875,25672.6801757813,0,0,1,25843.52,1,0,1,4,2,2,0,240404.84,,0,7,0,97,97,1,1,1,1,4,1051.76000976563,,,,0,,2,2,201339.055,0,30.4,,,,0,0,0,1,0,0,0,0,0,0,2,0,1,2,,,2404.05,0,1,0
4333,225.450566504127,2,,2,2,2,120202.42,,,12020.24,2,2,2,12020.24,,,,2,1,1,0,4723.7424,1,6,4,1,1,0,1,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120202.42,12020.24,132222.66,132222.66,2,0,0,0,0,1200,2400,0,0,0,0,1,1,2,2,1,2,0,120202.42,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,,,0,0,0,0
4334,3651.10649046696,2,1,2,1,2,224191.8,,7149.2,13819.2,2,2,2,4200,,,,2,1,1,0,50531.973,5,1,1,3,2,0,1,0,0,0,1,1,0,0,,0,0,0,122505.4,0,0,1,122505.4,0,0,0,0,0,0,0,0,1,122505.4,0,101686.4,4200,228391.8,105886.4,1.8,0,0,0,460,2400,9600,0,0,0,0,1,1,2,10,1,2,460,224191.8,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,122505.4,0,0
4335,69.1990782589838,1,,1,1,2,,,600,60101.21,1,1,2,48080.97,15000,120202.42,,2,0,1,1,94264.55477,6,5,6,3,2,0,1,0,1,0,1,1,841416.94,0,45000,0,102000,0,0,1,90151.82,0,0,0,0,0,0,0,0,0,0,1,90151.82,0,751265.12,330283.39,1171700.33,1081548.51,5,0,0,0,450,18000,18000,1,5000,1,5000,0,0,1,10,,1,0,,,0,2,2,1,,1,1,,,5,0,,,,0,,1,,210354.235,0,500,,,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,,,180202.42,90151.82,1,102000
4336,7590.68497814987,3,,2,1,2,,,1100,22958.4,2,2,2,4700,,,,4,0,1,0,20764.15173,3,2,1,1,2,0,0,0,1,0,1,1,0,0,,0,900,0,0,0,0,0,0,0,0,1,1000,0,0,0,0,1,1000,1000,0,5600,5600,4600,1,0,1000,0,192,2400,12000,0,0,1,1600,0,1,1,2,,3,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,0,0,0,900
4337,937.623807065151,3,,2,2,2,,,,8000,2,2,2,1200,,,,5,0,1,0,26070.18,3,3,4,1,2,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,13596.8,0,0,0,0,1,13596.8,13596.8,0,1200,1200,-12396.8,1,0,0,13596.8,245.8,4200,6600,0,0,0,0,1,1,2,2,,3,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,0,0,0,0,1,0,0,0,1,0,,2,,,0,0,0,0
4338,168.413818791759,2,2,2,1,1,480809.68,15108.4,450,53264.2,2,1,2,1000,,,,3,1,1,0,146019.7626,6,3,1,3,2,0,1,0,1,0,1,1,0,0,28000,0,57096.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480809.68,86096.15,582014.23,582014.23,5,0,0,0,0,5160,18840,0,0,1,54091.09,0,1,2,10,1,2,0,480809.68,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,28000,0,0,57096.15
4339,19.9582600294848,2,2,1,1,2,240404.84,,300,18030.36,2,2,2,71000,,48080.97,,4,1,1,1,90808.4308,5.6,4,2,3,3,0,1,1,1,1,1,1,18497.2,0,,77364.2,0,244272.6,0,1,3068,0,0,0,0,0,0,0,0,1,5200,1,8268,5200,255834.04,440717.77,699619.81,691351.81,4.8,0,5200,0,480.809997558594,6000,3600,0,0,1,2704.55,0,0,2,10,1,2,0,240404.84,2,0,1,1,,,4,,,,2,0,,,,0,,2,2,4624.3,155.690002441406,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,48080.97,3068,1,0
4340,163.472560947994,1,,2,2,2,,,,1502.53002929688,2,2,2,1000,,,,1,0,1,0,2372.22046,1,6,5,1,0,0,0,1,0,0,1,1,0,0,,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2000,2000,1,0,0,0,0,3600,3600,0,0,0,0,1,1,2,2,,1,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
4341,2181.78237067772,2,1,2,2,2,144242.91,,,15025.3,2,2,2,3000,,,,4,1,1,0,15116.31789,2,1,4,1,1,0,1,0,0,0,1,1,0,0,,0,0,0,37881,0,0,1,37881,0,0,1,18800,0,0,0,0,1,56681,18800,106361.91,3000,147242.91,90561.91,2,0,18800,0,500,6000,2400,1,22000,1,22000,1,1,2,4,1,2,261,144242.91,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,1,0,,2,,,0,37881,0,0
4342,13.4606628249158,2,,1,1,1,270455.45,6010.12,3000,72121.45,1,1,2,6010.12,12020.24,,,2,1,1,0,66909.1066,4.8,5,6,2,0,0,1,0,0,0,1,1,721214.52,0,84141.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,991669.97,102172.05,1099852.14,1099852.14,5,0,0,0,0,6000,6000,0,0,1,30050.61,1,0,1,6,1,2,0,270455.45,,0,2,1,1,,1,1,,,2,0,,,,0,,2,2,180303.63,0,300.51,,,,0,0,0,1,0,0,0,0,0,0,2,0,1,2,,,96161.93,0,1,0
4343,1253.72705596873,2,2,1,1,1,210354.24,15025.3,6010.12,24040.48,2,2,2,132222.66,,,,2,1,1,0,9656.68918,1,4,5,3,0,0,1,0,1,0,1,1,390657.87,0,,0,12020.24,0,0,0,0,0,0,1,30050.61,0,0,0,0,0,0,1,30050.61,30050.61,601012.11,144242.9,760280.31,730229.7,5,0,0,30050.61,210.350006103516,5769.71997070313,15866.7604980469,1,24000,1,18000,0,0,1,10,1,2,0,210354.24,2,0,5,2,2,2,1,3,3,3,2,0,,,,0,,2,1,97664.4675,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,1,,,0,0,1,12020.24
4344,1409.77822494701,2,,2,1,2,84141.69,,901.52,12020.24,2,2,2,6010.12,,,,2,1,1,0,18847.8069615234,3,5,5,1,0,0,1,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84141.69,6010.12,90151.81,90151.81,2,0,0,0,0,3000,4200,0,0,0,0,1,1,2,1,1,2,0,84141.69,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
4345,1626.74245283337,2,2,1,2,2,72121.45,,,6715,2,2,2,4021,,,,3,1,1,0,12444,2,5,5,1,0,0,1,0,0,0,1,1,36060.73,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108182.18,4021,112203.18,112203.18,2,0,0,0,0,4351.2,3338.4,0,0,1,360.61,1,0,1,2,1,2,0,72121.45,2,0,1,2,,,1,,,,6,0,,,,0,,2,2,9015.1825,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,1,0
4346,3004.0054380324,3,,2,2,2,,,,10000,2,2,2,3226.2,,,,3,0,1,0,17441.0956,2.2,3,4,2,2,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3226.2,3226.2,3226.2,1,0,0,0,0,7200,3002.4,0,0,1,6509.6,1,1,2,4,,3,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,,,0,0,0,0
4347,1903.64290615332,2,,1,2,2,180303.63,,,24040.48,2,2,2,1803.04,,,,3,1,1,0,15389.08,2,5,6,1,1,0,1,1,0,0,1,1,349080.8,0,,78131.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529384.43,79934.61,609319.04,609319.04,4.8,0,0,0,0,10351.2,4073.040234375,0,0,1,30050.61,1,0,1,2,1,2,0,180303.63,,0,1,1,,,2,,,,3,0,,,,0,,2,2,87270.2,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,1,2,,,0,0,1,0
4348,2681.36088759468,1,,2,1,2,,,70,8893.4,2,2,2,5,,,,4,0,1,0,13066.2,2,3,1,2,2,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,14800,0,0,0,0,1,14800,14800,0,5,5,-14795,1,0,14800,0,212.960006713867,8400,1200,0,0,1,10000,1,1,1,8,,1,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
4349,268.075479215596,2,2,1,1,2,510860.29,,3005.06,72121.45,2,1,2,15025.3,,,,3,1,1,0,54546.2,5,5,5,3,1,0,1,1,0,0,1,1,168283.39,0,72121.45,4808.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679143.68,91954.85,771098.53,771098.53,5,0,0,0,0,18030.3603515625,18030.3603515625,0,0,1,15025.3,1,0,1,10,1,2,0,510860.29,2,0,1,1,,,1,,,,2,0,,,,0,,2,2,42070.8475,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,72121.45,0,1,0
4350,99.4581409306869,2,1,1,1,2,360607.26,,4000,29068.6,1,1,2,6000,120000,18506.6,,4,1,1,1,45109.5,5,3,6,2,1,1,1,0,0,1,1,1,152148.242,30000,1e+05,0,0,40000,179000,0,0,1,179000,0,0,0,0,0,0,0,0,1,179000,0,333755.502,284506.6,827262.102,648262.102,5,0,0,0,900,6074.4,9249.6,0,0,1,1000,1,0,1,6,1,2,900,360607.26,1,0,3,1,2,2,1,1,3,3,4,450.75,1500,,,0,,2,2,62057.3025,0,9000,,,0,0,1,0,0,0,0,0,0,2,2,2,3,1,2,2,3,238506.6,179000,1,0
4351,2496.49348184334,2,,1,1,2,60101.21,,462.78,18030.36,2,2,2,2706.8,,,,3,1,1,0,34378.2092,3.8,6,5,1,0,0,1,0,0,0,1,1,44079.62,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104180.83,2706.8,106887.63,106887.63,2,0,0,0,0,2640,2616,0,0,0,0,1,0,2,1,1,2,0,60101.21,,0,2,1,1,,1,1,,,6,0,,,,0,,2,2,11019.905,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,,2,,,0,0,1,0
4352,118.396602827921,2,2,2,2,2,188297.6,,,9308.4,2,1,2,6000,,,,2,1,1,0,18674.0886,2.4,3,6,2,1,0,1,0,0,0,1,1,0,0,45075.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188297.6,51075.91,239373.51,239373.51,3,0,0,0,0,3600,1668,0,0,0,0,1,1,1,6,1,2,0,188297.6,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,1,0,0,0,0,0,0,2,2,2,1,1,2,2,1,45075.91,0,0,0
4353,1803.64665339233,2,,2,2,2,90151.82,,,6010.12,2,2,2,3599.6,,,,1,1,1,0,10370,1,6,5,1,0,0,1,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90151.82,3599.6,93751.42,93751.42,2,0,0,0,0,1200,2400,0,0,1,601.01,1,1,1,2,1,2,0,90151.82,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,,2,,,0,0,0,0
4354,4235.10884082085,2,2,2,2,2,192323.87,,,12020.24,2,2,2,0,,,,4,1,0,0,17421.6,2,3,4,2,2,0,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,9015.18,0,0,0,0,1,9015.18,9015.18,192323.87,0,192323.87,183308.69,3,9015.18,0,0,194,7740,4260,0,0,1,480.81,1,1,2,4,1,2,0,192323.87,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,1,0,,2,,,0,0,0,0
4355,2219.84916940825,2,2,1,1,2,72000,,1800,30000,2,2,2,6182.6,,,,2,1,1,0,26016.256,3,5,5,3,0,0,1,0,1,0,1,1,157363.2,0,,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229363.2,24182.6,253545.8,253545.8,3,0,0,0,0,4320,2880,0,0,1,3000,0,0,1,10,1,2,0,72000,2,0,2,1,2,,1,3,,,2,0,,,,0,,2,2,39340.8,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,1,,,0,0,1,18000
4356,1823.50752454624,2,2,2,2,2,192323.87,,,12020.24,2,2,2,1000,,,,2,1,1,0,36295,4,4,4,1,1,0,1,0,1,0,1,1,0,0,,0,3000,0,0,0,0,0,0,0,0,1,6000,0,0,0,0,1,6000,6000,192323.87,4000,196323.87,190323.87,3,0,0,6000,325,6000,6000,0,0,1,3000,0,1,2,4,1,2,0,192323.87,2,0,,,,,,,,,,0,,,,0,,2,1,0,0,,,,,0,0,0,0,0,0,1,0,0,0,1,0,,1,,,0,0,0,3000
4357,289.914073164615,2,,2,2,2,176511.6,,,12000,2,2,2,2320.6,,,,2,1,1,0,12132.9,2,4,2,2,2,1,1,0,1,0,1,1,0,147445.8,,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176511.6,14320.6,338278,338278,3.4,0,0,0,0,7740,1260,0,0,0,0,0,1,2,6,3,2,0,176511.6,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,1,0,0,0,0,0,0,2,2,2,2,,1,2,1,0,0,0,12000
4358,9.47193298445758,2,,2,2,2,455451.2,,,47466.2,1,2,2,31491.2,34685.6,,,3,1,1,0,87479.246,6,4,4,3,2,1,1,0,0,0,1,1,0,91195.18,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455451.2,66176.8,612823.18,612823.18,4.8,0,0,0,0,12000,16800,0,0,1,9015.18,1,1,2,8,1,2,0,455451.2,,0,,,,,,,,,,0,,,,0,,2,2,0,0,5342.8,,,,0,0,0,0,0,0,1,0,0,0,1,0,,2,,,34685.6,0,0,0
4359,1823.87318495097,2,,2,2,2,270000,,,12268,1,1,2,18000,2500,,,3,1,1,0,19703,3,4,1,1,1,0,1,0,1,0,1,1,0,0,200,0,58143.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270000,78843.8,348843.8,348843.8,4,0,0,0,0,4800,2400,0,0,1,2500,0,1,1,2,1,2,0,270000,,0,,,,,,,,,,0,,,,0,,2,2,0,0,40,,,,0,0,1,0,0,0,0,0,0,0,1,0,,1,,,2700,0,0,58143.8
4360,1959.72603951139,2,2,1,1,2,180303.63,,60,600,2,2,2,4300,,,,2,1,1,0,4145.926,1,6,5,1,0,0,1,0,0,0,1,1,210354.24,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390657.87,4300,394957.87,394957.87,4,0,0,0,0,2880,2220,0,0,1,961.62,1,0,1,2,1,2,0,180303.63,2,0,1,1,,,1,,,,6,0,,,,0,,2,2,52588.56,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,1,0
4361,5125.85704199704,1,,2,1,2,,,400,6402.6,2,2,2,5000,,,,3,0,1,0,26967.185,3,3,1,3,2,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,9000,0,0,0,0,1,9000,9000,0,5000,5000,-4000,1,0,9000,0,200,6000,6000,0,0,1,5949.8,1,1,1,10,,1,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,1,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
4362,222.557465835639,2,2,1,2,1,240404.84,6094,,17563,1,2,2,4000,6549.6,,,4,1,1,0,47836.1878,4.8,4,5,2,1,0,1,1,0,0,1,1,144242.904,0,,8000,0,0,0,1,16500,0,0,0,0,0,0,0,0,0,0,1,16500,0,368147.744,18549.6,409291.344,392791.344,4,0,0,0,148,7200,10800,1,22000,1,24000,1,0,1,8,1,2,0,240404.84,2,0,1,1,,,1,,,,2,0,,,,0,,2,2,45075.9075,148,192,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,6549.6,16500,1,0
4363,168.098138355514,2,,2,1,1,60101.21,2000,230,12020.24,2,2,2,200,,,,3,1,1,0,31524.8,4,2,2,1,1,1,1,0,0,0,1,1,0,210303.63,,0,0,0,0,0,0,0,0,0,0,1,2000,0,0,0,0,1,2000,2000,60101.21,200,272604.84,270604.84,3,0,2000,0,218,10320,4080,0,0,1,6010.12,1,1,1,2,1,2,0,60101.21,,0,,,,,,,,,,0,2400,,,0,,2,2,0,0,,,,,0,1,0,0,0,0,0,0,2,2,1,1,,2,2,1,0,0,0,0
4364,2279.84879064654,2,,1,1,1,128697.2,5000,120.2,30050.61,2,2,2,1202.02,,,,3,1,1,0,11788.616,2,6,5,1,0,0,1,0,0,0,1,1,123096.4,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251793.6,1202.02,257995.62,257995.62,3,0,0,0,0,2884.79992675781,3115.20007324219,0,0,0,0,1,0,1,4,1,2,0,128697.2,,0,1,1,,,1,,,,2,0,,,,0,,2,2,30774.1,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,1,0
4365,6204.58894437862,3,,2,2,2,,,,3000,2,2,2,0,,,,1,0,0,0,6354.5286,1.2,2,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2400,1200,0,0,1,150,1,1,1,2,,3,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,1,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
