h_number,facine3,p2_1,p2_5,p2_8,p2_32,p2_69,p2_70,p2_71,p2_82,p2_84,p4_7_3,p4_10,p4_15,p4_24,p4_27,p4_33,p4_35,renthog,percrent,bage,nsitlabdom,neducdom,np2_1,nnumadtrab,np1,valhog,havenegval,tienereal,np4_5,np4_18,cuentas,penseg,sideuda,tienefin,tiene,otraspr,allf,salcuentas,valpenseg,odeuhog,dvivpral,dpdte,deuoprop,dpdtehipo,deuhipv,hipo,phipo,perso,pperso,otrasd,potrasd,adeuda,vdeuda,actreales,actfinanc,riquezabr,riquezanet,percriq,deuveh,deubie,deuinvref,pagodeuda,alim,nodur,gvehic,gimpvehic,tvehic,timpvehic,p5_1,multipr,sex,educ,p2_2,p2_1.1,pagopr_vivpr,np2_5,p2_8.1,p2_9,p2_33,p2_35_1,p2_35_2,p2_35_3,p2_35a_1,p2_35a_2,p2_35a_3,p2_35a_4,p2_42_1,p2_43,rents,p7_4a,p7_4b,p2_23,p2_24,p2_25,p2_26,p2_39,pagopr_otr,p4_16,p4_40,p4_36,p4_25,s6_sum,s6_sum2,s6_sum3,s6_sum4,s6_sum5,s6_sum6,s6_sum7,s6_sum8,s6b_sum,s6b_sum_rent,p6_81,tipo_auton,direc,p5_1.1,empre,auton,riquezafin,deuda_vivienda,s6_owner,valor
4530,4467.23115760479,2,24000,,1,2,,12000,2,,3000,2,,,2,2,,54388.2,5.4,4,1,2,1,2,3,0,0,1,1,0,0,0,0,1,1,125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149000,3000,152000,152000,3,0,0,0,0,6000,6000,0,0,1,6000,1,0,1,7,2,2,0,24000,,0,1,1,,,1,,,,2,0,,,,0,,2,2,31250,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,1,0
4531,3040.71266486024,2,150250,,2,2,,6702,2,,2691.4,2,,,2,2,,11439.2,1.6,5,5,1,1,0,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150250,2691.4,152941.4,152941.4,3,0,0,0,0,4320,2160,0,0,0,0,1,1,1,2,1,2,0,150250,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
4532,4286.86923864307,2,61000,,2,2,,12000,2,,18000,2,,,2,2,,13850,2,3,2,1,1,3,3,240000,1,1,1,0,0,1,0,1,1,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61000,20000,321000,321000,4.6,0,0,0,0,6192,8208,0,0,1,5200,0,1,1,2,1,2,0,61000,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,1,0,0,0,0,0,0,2,2,2,1,,1,2,4,0,0,0,2000
4533,2523.3287015674,2,220000,,1,2,,20000,1,10000,1800,2,,,2,2,,21247.4,3,5,5,3,1,0,2,0,0,1,1,0,0,0,0,1,1,110000,0,0,0,0,0,1,5300,0,0,0,0,0,0,0,0,1,5300,324700,1800,341800,336500,5,0,0,0,266,6960,2640,0,0,1,2000,1,0,1,12,2,2,0,220000,,0,1,1,,,1,,,,2,0,,,,0,,2,2,27500,266,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,5300,1,0
4534,4546.31741860687,2,120000,,2,2,,60000,2,,10517,2,,,2,2,,44297.2,4.6,2,4,2,1,1,4,0,0,1,1,0,0,1,0,1,1,0,0,0,7528.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,18045.6,138045.6,138045.6,3,0,0,0,0,5760,1584,0,0,1,9015,0,1,2,4,1,2,0,120000,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,1,,,0,0,0,7528.6
4535,6723.59844624572,2,120000,1,1,1,1200,24000,2,,2870,1,24000,,2,2,,32194,4,2,1,3,1,1,5,0,0,1,1,0,0,1,0,1,1,150000,0,0,7200,0,38000,0,0,1,38000,0,0,0,0,0,0,1,38000,232000,34070,304070,266070,4,0,0,0,470,6000,6000,0,0,1,3000,0,0,1,10,1,2,470,120000,1,0,1,1,,,1,,,,5,0,,,,0,,2,2,37500,0,720,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,24000,38000,1,7200
4536,4764.42952159233,2,150000,,2,2,,9000,1,3434.8,1797.6,2,,,2,2,,20627.2,2.8,5,4,2,1,1,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,1797.6,155232.4,155232.4,3,0,0,0,0,4320,480,0,0,0,0,1,1,2,8,1,2,0,150000,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,1,0,,2,,,0,0,0,0
4537,227.452462852544,2,78000,,1,2,,6000,2,,1200,2,,,2,2,,38571,4,5,6,1,1,1,5,0,0,1,1,0,0,0,0,1,1,109015,0,0,0,0,0,1,41424,0,0,0,0,0,0,0,0,1,41424,145591,1200,188215,146791,3,0,0,0,516,12000,9600,0,0,0,0,1,0,1,2,1,2,0,78000,,0,2,1,1,,1,4,,,2,0,,,,0,,1,2,27253.75,516,,,,,0,0,0,1,0,0,0,0,0,0,1,0,1,2,,,0,41424,1,0
4538,92.7204733830038,1,,,1,2,,7769.2,2,,1200,2,,,2,2,,32840,4,5,1,3,0,2,4,0,0,1,1,0,0,1,0,1,1,12000,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,19200,31200,31200,1,0,0,0,0,3600,600,0,0,1,9000,0,0,1,12,,1,0,,,0,1,1,,,4,,,,2,0,,,,0,,2,,3000,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,0,0,1,18000
4539,5331.46870052348,2,60000,1,2,2,,8000,2,,60,2,,,2,2,,15000,2,2,1,2,1,1,4,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,20000,0,0,1,20000,0,0,0,0,0,0,1,20000,40000,60,60060,40060,1.8,0,0,0,180,5160,5640,0,0,1,6000,1,1,1,6,1,2,180,60000,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,1,0,0,0,0,0,0,0,1,0,,2,,,0,20000,0,0
4540,7344.48226796594,3,,,1,1,1051,15025,2,,2974,2,,,2,2,,71511.6,5.4,3,1,3,0,3,5,0,0,1,1,0,0,0,0,1,1,79238,0,0,0,0,0,0,0,0,0,1,90151,1,9857,0,0,1,100008,79238,2974,82212,-17796,1,7333,92675,0,1081.8,6600,4212,1,12020,1,18030,1,0,1,10,,3,0,,,0,1.8,2,,,3.6,,,,2.4,0,,,,0,,2,,10261.65,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,1,0
4541,2831.50741062386,2,72000,2,1,2,,18072,2,,10215,2,,,2,2,,9800,1,6,5,1,1,0,2,0,0,1,1,0,0,0,0,1,1,84350,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4217,1,4217,156350,10215,166565,162348,3,0,0,4217,150,6000,1800,0,0,0,0,1,0,1,2,1,2,0,72000,2,0,3,2,2,2,1,3,3,3,2,0,,,,0,,2,2,21087.5,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,1,0
4542,4801.57183290593,2,60102,,1,1,276,30050,1,15025,42070,1,2395.4,,1,2,,62995.8,5.8,5,5,1,1,1,4,0,0,1,1,0,1,0,1,1,1,114191,18030,60101,0,4809,0,0,0,0,0,0,0,0,0,0,0,0,0,174293,127405.4,316723.4,316723.4,4,0,0,0,0,4332,6492,0,0,1,15025,1,0,2,4,2,2,0,60102,,0,12,2,2,2,1,3,3,3,2,0,,,,0,,2,2,28547.75,0,361,,,,0,0,0,1,0,0,0,0,0,0,2,0,,2,,,20425.4,0,1,0
4543,4616.92037278321,2,54091,,2,2,,9015,2,,3005,2,,,2,2,,4320,1,6,4,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54091,3005,57096,57096,2,0,0,0,0,3096,1224,0,0,0,0,1,1,2,2,1,2,0,54091,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,,,0,0,0,0
4544,3922.39788153437,1,,,2,2,,6000,1,1719.2,900,2,,,2,2,,42797.4,4.4,4,1,2,0,2,3,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,750,0,0,1,750,0,900,2619.2,1869.2,1,0,750,0,68,3600,7200,0,0,1,600,1,1,1,6,,1,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
4545,128.503379934446,2,120000,,1,1,360,6000,2,,18000,1,36000,,2,2,,13300,2,6,6,1,1,0,2,0,0,1,1,0,1,0,0,1,1,450000,0,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570000,114000,684000,684000,5,0,0,0,0,3600,6000,0,0,1,6000,1,0,1,3,2,2,0,120000,,0,3,1,1,1,2,2,2,2,6,730,8400,,,0,,2,2,112500,0,800,,,,0,0,0,1,0,0,0,0,0,0,2,0,1,2,,,36000,0,1,0
4546,250.916097463454,2,5e+05,,1,2,,24040,2,,36061,1,6010,74629.4,2,2,,90513.6,5.6,2,4,3,1,1,5,0,0,1,1,1,0,1,0,1,1,43800,0,0,14078.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543800,130778.8,674578.8,674578.8,5,0,0,0,0,5400,18600,1,6000,1,24040,0,0,2,12,1,2,0,5e+05,,0,2,1,1,,3,3,,,6,0,,,,0,,2,2,15000,0,76.2,,,3756.8,0,0,0,0,0,0,1,0,0,0,1,0,,1,,,80639.4,0,1,14078.4
4547,5400.48342127744,2,90000,,2,2,,24000,1,900,17600,1,4430,,2,2,,31829.2,3.6,4,1,1,1,2,2,0,0,1,1,0,0,1,0,1,1,0,0,0,13470,0,0,0,0,0,0,0,0,1,30000,0,0,1,30000,90000,35500,126400,96400,3,0,30000,0,714,4200,8400,0,0,1,13200,0,1,1,4,2,2,0,90000,,0,,,,,,,,,,0,,,,0,,2,2,0,0,50,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,4430,0,0,13470
4548,5790.48202469872,2,180300,,2,2,,7200,2,,1200,2,,,2,2,,21541.8,2.8,4,2,1,1,1,1,2714.8,0.4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180300,1200,184214.8,184214.8,4,0,0,0,0,3000,1800,0,0,1,3000,1,1,1,2,1,2,0,180300,,0,,,,,,,,,,0,,,,0,,1,2,0,0,,,,,0,1,0,0,0,0,0,0,2,2,1,1,,2,2,1,0,0,0,0
4549,3500.89064998685,2,90000,2,2,2,,3000,2,,3000,2,,,2,2,,10867.4,1.4,5,4,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90000,3000,93000,93000,2,0,0,0,0,1800,3600,0,0,0,0,1,1,2,2,1,2,0,90000,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,,,0,0,0,0
4550,3854.23810327562,2,240404,2,2,2,,18000,2,,1200,2,,,2,2,,18030,2,3,6,3,1,1,4,8892.6,0.8,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240404,1200,250496.6,250496.6,4,0,0,0,0,7200,4800,0,0,1,6031,1,1,1,12,1,2,0,240404,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,1,0,0,0,0,0,0,2,2,2,1,1,2,2,1,0,0,0,0
4551,3595.29710363564,2,120202,2,2,2,,35148.2,1,120,2000,2,,,2,2,,42911,5,4,1,3,1,2,4,0,0,1,1,0,1,1,0,1,1,0,0,30000,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120202,33400,153722,153722,3,0,0,0,0,8400,3600,0,0,1,9000,0,1,1,12,1,2,0,120202,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,0,0,0,1400
4552,884.215190459575,2,65000,2,2,2,,12803.2,2,,1578.8,2,,,2,2,,12053.8,1.6,3,4,2,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65000,1578.8,66578.8,66578.8,2,0,0,0,0,2534.4,2894.4,0,0,0,0,1,1,2,8,1,2,0,65000,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,1,0,0,0,0,0,1,0,,2,,,0,0,0,0
4553,9635.43965124641,2,60000,,1,2,,18000,2,,7000,2,,,2,2,,15000,2,1,1,1,1,2,2,0,0,1,1,0,0,0,0,1,1,6000,0,0,0,0,0,0,0,0,0,1,12000,0,0,0,0,1,12000,66000,7000,73000,61000,2,0,12000,0,146,3096,1704,1,12000,1,15300,1,0,1,2,2,2,0,60000,,0,1,1,,,4,,,,3,0,,,,0,,2,,1500,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,1,0
4554,7995.94835254684,2,150253,1,2,2,,6010,2,,600,2,,,2,2,,45700.6,4.6,1,1,2,1,2,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,120200,0,0,1,120200,0,0,0,0,0,0,1,120200,30053,600,150853,30653,1,0,0,0,721,2880,2160,0,0,1,4800,1,1,2,10,1,2,721,150253,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,120200,0,0
4555,7388.38745579874,1,,,1,2,,3000,1,1200,1504.8,2,,,2,2,,21600,3,1,1,3,0,3,5,0,0,1,1,0,0,0,0,1,1,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,1504.8,122704.8,122704.8,3,0,0,0,0,6000,1800,0,0,0,0,1,0,1,10,,1,0,,,0,2,1,1,,1,1,,,2,0,,,,0,,2,,30000,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,1,0
4556,3129.90795737874,2,140000,,1,2,,36000,2,,600,2,,,2,2,,12600,2,4,2,1,1,2,2,144142,1,1,1,0,0,0,0,1,1,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176000,600,320742,320742,4.6,0,0,0,0,6000,1200,0,0,1,6000,1,0,2,2,1,2,0,140000,,0,1,1,,,2,,,,3,0,,,,0,,2,2,9000,0,,,,,0,1,0,0,0,0,0,0,2,2,2,1,,2,2,1,0,0,1,0
4557,5879.48553555744,2,15025,1,2,1,600,18030,1,1576.8,3606,2,,,2,2,,51709.6,5,1,1,2,1,2,3,0,0,1,1,0,1,0,0,1,1,0,0,4207,0,0,5769,0,0,1,5769,0,0,0,0,0,0,1,5769,9256,7813,24414.8,18645.8,1,0,0,0,240,4320,11904,0,0,1,3606,1,1,2,8,1,2,240,15025,1,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,5769,0,0
4558,4207.26477169737,2,108158,2,2,1,3000,24000,2,,300,2,,,2,2,,32005,4,3,1,1,1,2,3,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20000,0,0,1,20000,108158,300,108458,88458,2.4,0,0,20000,255,7200,20400,0,0,1,1500,1,1,1,4,1,2,0,108158,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
4559,6221.67374230877,2,69200,1,2,1,4810,5000,2,,1819.4,2,,,2,2,,17600,2,1,1,1,1,1,3,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,21636,0,0,1,21636,0,0,1,9620,1,6000,1,37256,47564,1819.4,71019.4,33763.4,1,0,15620,0,512,5090.4,11169.6,0,0,0,0,0,1,2,2,1,2,150,69200,1,0,,,,,,,,,,0,,,,0,,1,2,0,0,,,,,0,0,1,0,0,0,0,0,0,0,1,0,,1,,,0,21636,0,0
4560,3150.77251129748,2,90000,2,2,2,,30000,2,,3917.6,2,,,2,2,,17372.2,2.4,5,5,1,1,1,4,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90000,3917.6,93917.6,93917.6,2.2,0,0,0,0,2880,5760,0,0,0,0,1,1,1,2,1,2,0,90000,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
4561,608.139074238935,2,120000,1,2,1,3000,18000,2,,1202,2,,,2,2,,41119.8,4.4,1,4,3,1,1,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,48000,0,0,1,48000,0,0,0,0,0,0,1,48000,72000,1202,121202,73202,2,0,0,0,360,3600,7200,0,0,1,6000,1,1,2,12,1,2,360,120000,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,,,0,48000,0,0
4562,386.334050731361,2,360607,1,2,2,,60101,2,,3606,1,7797.2,,1,2,,40890.8,4.6,4,5,2,1,0,3,0,0,1,1,0,1,1,0,1,1,0,25610.2,1202,54091,0,31177.8,0,0,1,31177.8,0,0,0,0,0,0,1,31177.8,329429.2,92306.4,452913.4,421735.6,5,0,0,0,300,5280,3600,0,0,1,6741.6,0,1,2,9,1,2,300,360607,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,94.6,,,,0,0,0,1,0,0,0,0,0,0,1,0,,1,,,33407.4,31177.8,0,54091
4563,5086.09185661368,2,50000,1,2,1,900,15200,2,,3221.4,2,,,2,2,,26491,3.4,2,1,1,1,1,4,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,37800,0,0,1,37800,0,0,1,1500,0,0,1,39300,12200,3221.4,53221.4,13921.4,1,0,1500,0,252,4320,1440,0,0,0,0,1,1,1,2,1,2,144,50000,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,37800,0,0
4564,3877.43531698294,2,150000,1,1,2,,42000,2,,1500,1,27000,,2,2,,60837.6,5.8,2,1,3,1,0,4,0,0,1,1,0,0,1,0,1,1,300506,0,0,12873,0,78000,0,0,1,78000,0,0,0,0,0,0,1,78000,372506,41373,491879,413879,5,0,0,0,550,7200,4800,0,0,1,4000,0,0,1,10,1,2,550,150000,1,0,1,1,,,1,,,,7,0,,,,0,,1,1,75126.5,0,600,,,,0,0,1,0,0,0,0,0,0,0,1,0,,1,,,27000,78000,1,7000
4565,3510.71434478028,1,,,2,2,,9000,1,300,100,2,,,2,2,,6686.6,1,6,5,1,0,0,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,400,400,1,0,0,0,0,2640,720,0,0,0,0,1,1,1,2,,1,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
4566,566.127488335375,2,150000,1,2,2,,30000,2,,18000,1,4207,,2,2,,32036,4,3,1,1,1,2,4,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,24040,0,0,1,24040,0,0,0,0,0,0,1,24040,125960,22207,172207,148167,3,0,0,0,500,7200,2400,1,18500,1,18000,1,1,1,5,1,2,500,150000,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,49.6,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,4207,24040,0,0
4567,5510.0964957138,2,30000,1,2,2,,30000,1,600,3500,2,,,2,2,,35869.4,4,4,1,2,1,2,3,0,0,1,1,0,1,0,0,1,1,0,0,3005,0,0,17000,0,0,1,17000,0,0,0,0,0,0,1,17000,13000,6505,37105,20105,1,0,0,0,174,5400,600,0,0,1,2000,1,1,1,7,1,2,174,30000,1,0,,,,,,,,,,0,,,,0,,1,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,17000,0,0
4568,271.367969736947,3,,,1,1,450,1800,2,,200,2,,,2,2,,14424.2,2,5,4,1,0,0,1,0,0,1,1,0,1,0,0,1,1,159799,0,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159799,36200,195999,195999,3.6,0,0,0,0,1920,7680,0,0,0,0,1,0,2,4,,3,0,,,0,1,2,,,1,,,,4,600,7200,,,0,,2,,39949.75,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,,,0,0,1,0
4569,5710.99239410947,2,112000,1,2,1,1000,9000,2,,400,2,,,2,2,,14707,2,2,1,2,1,2,3,0,0,1,1,0,0,0,1,1,1,0,0,0,0,3000,65000,0,0,1,65000,0,0,1,2500,0,0,1,67500,47000,3400,115400,47900,2,0,2500,0,499,9600,9600,0,0,0,0,1,1,1,8,1,2,450,112000,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,65000,0,0
4570,215.684678663084,2,6010,,1,2,,10153.2,2,,2404,2,,,2,2,,11899,2,5,5,1,1,0,3,0,0,1,1,0,0,0,0,1,1,77096.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83106.2,2404,85510.2,85510.2,2.4,0,0,0,0,7740,-5340,0,0,0,0,1,0,1,2,2,2,0,6010,,0,1,1,,,1,,,,2,0,,,,0,,2,2,19274.05,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,,2,,,0,0,1,0
4571,4896.65515311861,1.6,,,2,2,,6000,2,,23000,2,,,2,2,,44980.6,4.8,4,1,3,0.6,2,2,0,0,0.6,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23000,74609.2,74609.2,2,0,0,0,0,6000,3000,0,0,0,0,1,1,1,10,,1.6,0,,,0,,,,,,,,,,0,,,,0,,1,,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
4572,2064.21922523743,2,96162,,2,2,,1200,2,,661,2,,,2,2,,6000,1,6,5,1,1,0,3,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96162,661,96823,96823,3,0,0,0,0,1696.8,703.2,0,0,0,0,1,1,1,3,1,2,0,96162,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
4573,8324.26021294244,3,,,2,2,,1803,2,,540,2,,,2,2,,7301,1,3,4,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,540,540,1,0,0,0,0,3600,2400,0,0,0,0,1,1,1,2,,3,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,0,0,1,0,0,0,0,0,1,0,,2,,,0,0,0,0
4574,6059.2255612832,2,60102,1,2,2,,902,2,,300,2,,,2,2,,24262.6,3.2,2,1,2,1,1,4,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,25098,0,0,0,0,0,0,0,0,0,0,1,25098,35004,300,60402,35304,1,0,0,0,1022,6492,4332,0,0,1,8509.6,1,1,1,7,1,2,1022,60102,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,25098,0,0
4575,433.336350977056,2,101636.4,,2,2,,12020,2,,3500,2,,,2,2,,21499,3,5,5,1,1,0,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101636.4,3500,105136.4,105136.4,2.4,0,0,0,0,7161.6,3038.4,0,0,1,2300,1,1,2,2,1,2,0,101636.4,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,,2,,,0,0,0,0
4576,5480.66647704555,3,,,2,1,236,1842.2,2,,3606,2,,,2,2,,17416,2,3,4,1,0,1,5,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1803,0,0,1,1803,0,3606,3606,1803,1,0,0,1803,95,10836,1164,0,0,0,0,1,1,2,2,,3,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,0,0,1,0,0,0,0,0,1,0,,2,,,0,0,0,0
4577,4685.36286351128,2,114200,2,2,1,12050,16014.4,2,,1761.4,2,,,2,2,,52590.4,5,4,1,1,1,3,5,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114200,1761.4,115961.4,115961.4,3,0,0,0,0,4800,2400,0,0,1,18050,1,1,1,2,1,2,0,114200,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
4578,3608.57833003582,2,120202,,2,2,,18000,2,,2159.6,2,,,2,2,,41661.6,4.4,4,1,1,1,2,4,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120202,2159.6,122361.6,122361.6,3,0,0,0,0,7200,4800,0,0,1,10000,1,1,1,2,1,2,0,120202,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
4579,73.9748510000281,3,,,2,2,,20906.4,2,,,2,,,2,2,,24581.4,3.2,5,5,2,0,1,2,0,0,0,0,0,1,0,0,1,1,0,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,7000,7000,1,0,0,0,0,4320,3600,0,0,1,900,1,1,1,8,,3,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
4580,4552.06171726298,2,168284,1,2,2,,16318.6,2,,3428.2,2,,,2,2,,42425.8,4.4,1,1,3,1,2,3,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,35000,0,0,1,35000,0,0,0,0,0,0,1,35000,133284,3428.2,171712.2,136712.2,3,0,0,0,530,3600,8400,0,0,1,4000,1,1,1,10,1,2,530,168284,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,35000,0,0
4581,3040.71266486024,2,48081,,1,1,373,6010,2,,2404,2,,,2,2,,27953.2,3.6,5,5,1,1,0,2,0,0,1,1,0,1,0,0,1,1,6010,0,12020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54091,14424,68515,68515,2,0,0,0,0,12264,1440,0,0,0,0,1,0,1,2,1,2,0,48081,,0,1,2,,,1,,,,6,0,,,,0,,2,2,1502.5,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,1,0
4582,277.689450996708,2,3e+05,1,2,2,,24995.2,2,,1400.4,2,,,2,2,,10097,1,3,4,2,1,0,3,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,50445.4,0,0,1,50445.4,0,0,0,0,0,0,1,50445.4,249554.6,1400.4,301400.4,250955,4,0,0,0,600,7200,7200,0,0,1,3000,1,1,2,8,1,2,600,3e+05,1,0,,,,,,,,,,0,,,,0,,1,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,1,0,,2,,,0,50445.4,0,0
