h_number,facine3,p2_1,p2_5,p2_8,p2_32,p2_69,p2_70,p2_71,p2_82,p2_84,p4_7_3,p4_10,p4_15,p4_24,p4_27,p4_33,p4_35,renthog,percrent,bage,nsitlabdom,neducdom,np2_1,nnumadtrab,np1,valhog,havenegval,tienereal,np4_5,np4_18,cuentas,penseg,sideuda,tienefin,tiene,otraspr,allf,salcuentas,valpenseg,odeuhog,dvivpral,dpdte,deuoprop,dpdtehipo,deuhipv,hipo,phipo,perso,pperso,otrasd,potrasd,adeuda,vdeuda,actreales,actfinanc,riquezabr,riquezanet,percriq,deuveh,deubie,deuinvref,pagodeuda,alim,nodur,gvehic,gimpvehic,tvehic,timpvehic,p5_1,multipr,sex,educ,p2_2,p2_1.1,pagopr_vivpr,np2_5,p2_8.1,p2_9,p2_33,p2_35_1,p2_35_2,p2_35_3,p2_35a_1,p2_35a_2,p2_35a_3,p2_35a_4,p2_42_1,p2_43,rents,p7_4a,p7_4b,p2_23,p2_24,p2_25,p2_26,p2_39,pagopr_otr,p4_16,p4_40,p4_36,p4_25,s6_sum,s6_sum2,s6_sum3,s6_sum4,s6_sum5,s6_sum6,s6_sum7,s6_sum8,s6b_sum,s6b_sum_rent,p6_81,tipo_auton,direc,p5_1.1,empre,auton,riquezafin,deuda_vivienda,s6_owner,valor
54,4969.87276253754,2,204344,1,2,1,6010,12020,2,,4423.2,1,9015,,1,2,,71621.4,5.8,2,1,2,1,2,4,0,0,1,1,0,1,1,0,1,1,0,12020,4252.6,14427.2,0,69661.8,0,0,1,69661.8,0,0,0,0,0,0,1,69661.8,134682.2,44138,248482,178820.2,3.4,0,0,0,210,7224,-11.9999999999991,0,0,1,480,0,1,1,9,1,2,210,204344,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,38.4,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,21035,69661.8,0,14427.2
55,3895.11286726549,3,,,2,2,,15000,2,,158.4,2,,,2,2,,5705.8,1,6,5,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.4,158.4,158.4,1,0,0,0,0,1800,480,0,0,0,0,1,1,2,1,,3,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,0,1,0,0,1,0,0,0,,0,,2,,,0,0,0,0
56,2282.96612139287,2,12000,,2,2,,6000,2,,30000,2,,,2,2,,6164,1,6,5,1,1,0,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,30000,42000,42000,2,0,0,0,0,2400,1200,0,0,0,0,1,1,1,2,2,2,0,12000,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,,2,,,0,0,0,0
57,29.4108422269261,1,,,1,2,,84000,2,,6000,1,3e+05,,2,1,7810.6,156969.2,6,5,6,3,0,3,4,0,0,1,1,0,0,1,0,1,1,360000,0,0,84286.4,0,0,0,0,0,0,0,0,0,0,1,36000,1,36000,360000,398097,758097,722097,5,0,0,36000,300,9600,8400,1,16000,1,56000,0,0,1,12,,1,0,,,0,1,1,,,1,,,,2,0,18000,,,0,,2,,90000,0,7052.2,,335.2,,1,0,0,0,0,0,0,0,0,0,1,0,1,1,,,307810.6,0,1,84286.4
58,10401.1419239055,2,54000,,1,2,,18000,2,,1000,2,,,2,2,,11200,1,2,2,2,1,1,1,60000,1,1,1,0,0,0,0,1,1,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204000,1000,265000,265000,4,0,0,0,0,4800,4800,0,0,1,25800,1,0,1,6,1,2,0,54000,,0,1,2,,,8,,,,3,0,,,,0,,2,2,37500,0,,,,,0,1,0,0,0,0,0,0,2,2,2,1,,2,2,1,0,0,1,0
59,7059.81159892057,2,25933.4,,2,2,,48000,1,600,320,2,,,2,2,,34071.8,4,3,1,1,1,2,3,0,0,1,1,0,0,1,0,1,1,0,0,0,5987.8,0,0,0,0,0,0,0,0,1,8400,0,0,1,8400,25933.4,6307.8,32841.2,24441.2,1,7500,900,0,360,7740,4260,0,0,1,18000,0,1,2,2,1,2,0,25933.4,,0,,,,,,,,,,0,,,,0,,2,1.8,0,0,,,,,0,0,1,0,0,0,0,0,0,0,1,0,,1,,,0,0,0,5987.8
60,4701.67741727125,2,156814.2,1,1,1,1554.2,12000,2,,78200,1,12000,,2,2,,96726.6,6,4,1,2,1,3,5,0,0,1,1,0,0,0,0,1,1,66000,0,0,0,0,21000,0,0,1,21000,0,0,0,0,0,0,1,21000,201814.2,90200,313014.2,292014.2,4.4,0,0,0,240,7200,3720,0,0,1,12000,1,0,1,7,1,2,240,156814.2,1,0,1,1,,,1,,,,2,0,4332,,,0,,2,,16500,0,181,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,12000,21000,1,0
61,2933.75588820974,2,180303,2,1,1,3000,27000,2,,7624.4,2,,,2,2,,60100,6,4,4,1,1,2,3,0,0,1,1,0,0,0,0,1,1,90151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270454,7624.4,278078.4,278078.4,4,0,0,0,0,7200,600,0,0,1,6000,1,0,2,5,1,2,0,180303,2,0,1,1,,,1,,,,2,0,,,,0,,2,2,22537.75,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,,,0,0,1,0
62,27.442649769633,2,162622,2,2,1,192,8569.2,1,2727.6,8420,2,,,2,2,,13740,2,5,5,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,21090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162622,29510,194859.6,194859.6,3.6,0,0,0,0,5760,2760,0,0,0,0,1,1,2,2,1,2,0,162622,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
63,2521.41930793393,2,2e+05,,1,2,,36000,1,600,300,1,100,,2,2,,41665.2,4.4,5,3,2,1,1,2,0,0,1,1,0,0,0,0,1,1,51800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251800,400,252800,252800,4,0,0,0,0,6000,1200,0,0,1,600,1,0,2,8,3,2,0,2e+05,,0,2,1,1,,1,4,,,2,0,,,,0,,2,2,29500,0,1,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,100,0,1,0
64,212.477871369805,2,180500,2,1,2,,15000,2,,1200,2,,,2,2,,19220,3,5,5,1,1,0,2,0,0,1,1,0,1,0,0,1,1,410000,0,120300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590500,121500,712000,712000,5,0,0,0,0,3600,1200,0,0,1,5000,1,0,1,4,1,2,0,180500,2,0,3,1,1,1,2,2,8,8,6,800,9600,,,0,,2,2,102500,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,,2,,,0,0,1,0
65,93.0438002690268,2,240404,2,1,2,,30050,1,120202,420708,1,420708,15025,1,1,330556,96459,6,4,2,3,1,1,2,60101,1,1,1,1,0,1,0,1,1,1610712,300506,0,63601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1851116,1551104,3582523,3582523,5,0,0,0,0,14424,21636,1,46878,1,63105,0,0,1,11,1,2,0,240404,2,0,30,1,2,2,5,1,1,1,4,3304,3304,,,0,,2,2,402678,0,15025,,12020,0,0,1,0,0,0,0,0,0,2,2,2,1,,1,2,1,1066795,0,1,63601
66,460.985753952747,3,,,2,1,3300,9000,1,900,2100,2,,,2,2,,0,1,1,1,3,0,2,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6000,1,6000,0,2100,3000,-3000,1,6000,0,0,170,3240,18360,1,10820,1,10000,1,1,1,10,,3,0,,,0,,,,,,,,,,0,,,,0,,1,,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
67,3723.69921544275,2,141174.2,2,2,1,100,7760.2,2,,2756.6,2,,,2,2,,4200,1,6,4,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141174.2,2756.6,143930.8,143930.8,3.2,0,0,0,0,3600,3600,0,0,0,0,1,1,2,2,1,2,0,141174.2,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,,,0,0,0,0
68,3855.47725130419,2,150000,2,1,2,,42846.8,2,,1800,2,,,1,2,,35000,4,2,2,3,1,1,4,0,0,1,1,0,1,1,0,1,1,150000,27807.4,5372.6,30000,0,0,1,39065,0,0,0,0,0,0,0,0,1,39065,260935,64980,364980,325915,4.4,0,0,0,421,6000,4800,0,0,1,3000,0,0,1,10,1,2,0,150000,2,0,1,1,,,1,,,,7,0,,,,0,,1,1,37500,421,,,,,0,1,0,0,0,0,0,0,2,2,2,1,,1,2,1,27807.4,39065,1,30000
69,4848.79793811249,2,420000,,1,2,,54000,1,30000,6000,2,,,1,2,,88090,6,3,2,3,1,2,4,0,0,1,1,0,1,1,0,1,1,54000,78000,30000,15970,0,0,0,0,0,0,0,0,1,14967,0,0,1,14967,474000,129970,633970,619003,5,10000,0,4967,744,8400,20400,0,0,1,22382.8,0,0,1,10,1,2,0,420000,,0,1,1,,,1,,,,5,0,,,,0,,2,2,13500,0,,,,,1,1,0,0,0,0,0,0,2,2,1,1,,1,2,1,78000,0,1,15970
70,4993.14549901724,2,136880.4,1,2,2,,9000,2,,2750,2,,,2,2,,11760,2,2,1,1,1,1,3,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,18000,0,0,1,18000,0,0,0,0,0,0,1,18000,118880.4,2750,139630.4,121630.4,2.8,0,0,0,240,5760,8640,0,0,1,6000,1,1,1,4,1,2,240,136880.4,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,18000,0,0
71,3524.22096679447,3,,,2,1,300,18000,2,,6000,2,,,1,2,,41167.4,4.6,2,2,1,0,3,3,3000,1,1,1,0,0,0,0,1,1,0,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8600,11600,11600,1,0,0,0,0,7200,3600,1,3000,1,8000,1,1,1,2,,3,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,1,0,0,0,0,0,0,2,2,1,1,,2,2,1,2600,0,0,0
72,3960.17716716362,1,,,1,1,480,1800,2,,300,2,,,2,2,,20400,3,2,1,1,0,1,4,0,0,1,1,0,0,0,0,1,1,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,300,6300,6300,1,0,0,0,0,5400,3000,0,0,1,1500,1,0,2,2,,1,0,,,0,1,1,,,1,,,,5,0,,,,0,,2,,1500,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,1,0
73,3747.01226073157,2,78131,,2,2,,18030,2,,1573,2,,,2,2,,8834.4,1.2,4,4,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,8596.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78131,10169.6,88300.6,88300.6,2.2,0,0,0,0,2541.6,1058.4,0,0,0,0,1,1,2,2,1,2,0,78131,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,1,0,,2,,,0,0,0,0
74,4293.92010753348,3,,,2,1,3005,18030,2,,250,2,,,2,2,,60545.6,5.4,2,1,1,0,2,5,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4507,0,0,1,4507,0,250,250,-4257,1,2043,2464,0,390,10092,1080,0,0,1,5409,1,1,1,4,,3,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
75,4895.58772299968,2,60101,1,2,2,,9015,2,,6010,2,,,2,2,,15296,2,4,5,1,1,0,2,0,0,1,1,0,1,0,0,1,1,0,0,14030,0,0,3006,0,0,1,3006,0,0,1,7212,0,0,1,10218,57095,20040,80141,69923,2,7212,0,0,250,4800,960,0,0,1,3005,1,1,1,4,1,2,150,60101,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,3006,0,0
76,4750.5319555025,1,,,2,2,,3617,2,,18072,2,,,2,2,,11515,1.6,5,5,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18072,18072,18072,1,0,0,0,0,3600,720,0,0,0,0,1,1,1,4,,1,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
77,854.741547293989,2,3e+05,1,1,1,1141,12000,1,36000,13000,1,20000,,2,2,,138880,6,4,1,3,1,1,1,0,0,1,1,0,1,1,0,1,1,2145000,0,36000,77600,0,102000,1,370000,1,72000,0,0,0,0,0,0,1,472000,1973000,146600,2627600,2155600,5,0,0,0,3427,6192,15408,1,27000,1,49192.6,0,0,1,10,1,2,1369,3e+05,1,0,20,1,2,1,1,5,1,1,2,5055.6,48000,,,0,,1,2,635000,680,3000,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,20000,472000,1,77600
78,323.260348436268,2,240000,2,1,1,3000,12000,1,600,12000,2,,,1,2,,85300,6,4,1,3,1,3,4,0,0,1,1,0,1,1,0,1,1,120000,178303,300500,51000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360000,541803,902403,902403,5,0,0,0,0,18000,12000,0,0,1,600,0,0,1,10,1,2,0,240000,2,0,1,1,,,1,,,,2,0,,,,0,,2,2,30000,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,178303,0,1,51000
79,2786.69027288004,2,33733.2,,1,2,,3607.6,1,418,2855.6,2,,,2,2,,22593.4,3,6,5,1,1,0,3,0,0,1,1,0,0,0,0,1,1,11561.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45294.4,2855.6,48568,48568,1.8,0,0,0,0,2580,4620,0,0,0,0,1,0,1,2,2,2,0,33733.2,,0,1,2,,,3,,,,6,0,,,,0,,2,2,2890.3,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,,2,,,0,0,1,0
80,397.417816102163,2,120000,,1,2,,6000,1,500,6611,1,12000,,2,2,,28800,4,4,5,3,1,0,2,0,0,1,1,0,1,0,0,1,1,60000,0,6010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180000,24621,205121,205121,4,0,0,0,0,9000,2400,0,0,1,9000,1,0,1,10,1,2,0,120000,,0,1,1,,,1,,,,5,0,,,,0,,2,2,15000,0,0,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,12000,0,1,0
81,118.817909127894,2,120000,2,2,2,,9000,2,,950,1,30000,,1,2,,42000,5,3,1,3,1,1,4,0,0,1,1,0,0,1,0,1,1,0,30000,0,1442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,62392,182392,182392,4,0,0,0,0,3600,7200,0,0,1,9000,0,1,1,10,1,2,0,120000,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,0,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,60000,0,0,1442
82,3722.61199207472,2,180303,,1,2,,24000,2,,5512.2,2,,,2,2,,18979.2,2.6,6,5,1,1,0,1,0,0,1,1,0,1,0,0,1,1,70063.4,0,120202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250366.4,125714.2,376080.6,376080.6,5,0,0,0,0,1800,5400,0,0,0,0,1,0,1,2,1,2,0,180303,,0,1,2,,,1,,,,6,0,,,,0,,2,2,17515.85,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,1,0
83,3895.11286726549,2,120000,2,2,2,,3000,2,,4365.4,2,,,2,2,,8867.6,1.2,6,4,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,4365.4,124365.4,124365.4,3,0,0,0,0,1857.6,1742.4,0,0,0,0,1,1,2,2,1,2,0,120000,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,,,0,0,0,0
84,7061.35109474708,2,102172,1,2,1,751,12020,2,,10,2,,,2,2,,54509.6,5.4,3,6,3,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,12020,0,0,1,12020,0,0,0,0,0,0,1,12020,90152,10,102182,90162,2,0,0,0,162,7200,7224,0,0,1,3005,1,1,2,12,1,2,162,102172,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,1,2,,,0,12020,0,0
85,2282.96612139287,2,180000,,1,1,900,6000,2,,3000,2,,,2,1,132000,17402,2,5,5,1,1,0,2,0,0,1,1,0,1,0,0,1,1,30000,0,132000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210000,267000,477000,477000,5,0,0,0,0,6000,1200,0,0,0,0,1,0,1,2,1,2,0,180000,,0,1,2,,,1,,,,2,0,,,,0,,2,2,7500,0,,,3000,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,132000,0,1,0
86,4753.32732933815,2,50428.8,,2,2,,3000,2,,1705.6,2,,,2,2,,9387.2,1,6,5,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50428.8,1705.6,52134.4,52134.4,1.8,0,0,0,0,2400,2400,0,0,0,0,1,1,2,2,2,2,0,50428.8,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,,2,,,0,0,0,0
87,282.796939857404,2,180303,,1,2,,6010,2,,1803,1,18030,,1,2,,95749.4,6,3,1,3,1,1,4,0,0,1,1,0,0,1,0,1,1,12020,36060,0,12020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192323,67913,260236,260236,4,0,0,0,0,12000,6024,0,0,1,9616,0,0,1,10,1,2,0,180303,,0,1,2,,,4,,,,6,0,,,,0,,2,2,3005,0,330,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,54090,0,1,12020
88,8324.26021294244,3,,,2,2,,1800,2,,300,2,,,2,2,,8889.6,1.2,3,1,2,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,320,0,0,1,320,0,300,300,-20,1,0,320,0,80,1800,1800,0,0,0,0,1,1,1,8,,3,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,1,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
89,6147.89997725989,2,31089,,1,2,,2400,2,,3588,2,,,2,2,,17350,2,3,1,1,1,2,2,0,0,1,1,0,0,0,1,1,1,13200,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,44289,4588,48877,48877,1.8,0,0,0,0,7200,4800,0,0,0,0,1,0,1,2,2,2,0,31089,,0,3,2,2,2,3,3,3,3,1,0,,,,0,,2,,3300,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,1,0
90,583.162714750741,1,,,2,1,600,4000,2,,3000,2,,,2,2,,21618.2,2.6,1,2,2,0,2,2,2000,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,5000,5000,1,0,0,0,0,3600,7200,0,0,1,6000,1,1,1,9,,1,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,1,0,0,0,0,0,0,2,2,2,2,,2,2,1,0,0,0,0
91,111.473532485007,2,420000,,1,2,,34797.6,2,,16222.2,2,,,1,2,,135613.2,6,4,2,3,1,2,3,225843.6,1,1,1,0,0,0,0,1,1,1950000,540000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2370000,556222.2,3152065.8,3152065.8,5,0,0,0,0,5760,15840,0,0,1,18000,1,0,1,12,2,2,0,420000,,0,5,1,2,2,1,1,1,1,2,0,,,,0,,2,2,487500,0,,,,,1,1,0,0,0,0,0,0,2,2,1,1,,2,2,1,540000,0,1,0
92,2282.96612139287,2,150000,,2,2,,30000,2,,6000,2,,,2,2,,13100,2,5,6,1,1,0,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,6000,156000,156000,3,0,0,0,0,5400,3000,0,0,1,9000,1,1,1,2,1,2,0,150000,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,1,2,,,0,0,0,0
93,2660.79662975445,2,180000,2,2,2,,18000,1,6000,4808,2,,,2,2,,29022.4,3.8,4,4,3,1,0,2,0,0,1,1,0,0,1,0,1,1,0,0,0,72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180000,76808,262808,262808,4,0,0,0,0,3600,3600,0,0,1,4500,0,1,2,2,1,2,0,180000,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,1,,,0,0,0,72000
94,364.807790681029,2,3e+05,,1,2,,6000,2,,3000,2,,,2,2,,23245.8,3.2,6,5,1,1,0,2,0,0,1,1,0,0,0,0,1,1,360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660000,3000,663000,663000,5,0,0,0,0,7200,1440,0,0,0,0,1,0,1,2,1,2,0,3e+05,,0,1,1,,,1,,,,4,500,6000,,,0,,2,2,90000,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,1,0
95,82.3598694937933,2,250000,,1,2,,12000,2,,22000,2,,,2,2,,36400,4,5,5,1,1,1,2,0,0,1,1,0,0,0,0,1,1,90000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340000,22000,362000,362000,5,0,0,0,0,4800,4800,0,0,1,6000,1,0,1,2,1,2,0,250000,,0,1,1,,,1,,,,2,0,,,,0,,2,2,22500,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,,2,,,0,0,1,0
96,3761.92775455758,1,,,2,1,790,6010,2,,300,2,,,2,2,,48468,5,5,4,1,0,1,4,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,300,300,1,0,0,0,0,15000,7800,0,0,1,3000,1,1,1,2,,1,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,0,0,1,0,0,0,0,0,1,0,,2,,,0,0,0,0
97,175.01179425831,2,15000,,2,2,,2404,2,,90,2,,,2,2,,12421,1.8,5,5,1,1,0,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,90,15090,15090,1,0,0,0,0,3096,4548,0,0,0,0,1,1,1,1,2,2,0,15000,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
98,5933.15803216267,2,90000,2,2,2,,6000,2,,1800,2,,,2,2,,45506.6,4.8,3,1,1,1,2,4,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90000,1800,91800,91800,2,0,0,0,0,9600,2400,0,0,1,9000,1,1,1,5,1,2,0,90000,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
99,311.464401238606,1,,,2,2,,15000,2,,763,2,,,2,2,,12000,2,3,1,2,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5500,0,0,1,5500,0,763,763,-4737,1,0,5500,0,72,4497.6,7502.4,0,0,0,0,1,1,2,7,,1,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
100,195.986017198182,3,,,2,2,,600,2,,6000,2,,,2,2,,980,1,6,5,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,6000,1,0,0,0,0,1200,240,0,0,0,0,1,1,2,1,,3,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
101,3614.43843362503,3,,,2,2,,4000,2,,2259.2,2,,,2,2,,8385.8,1.2,6,5,1,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2259.2,2259.2,2259.2,1,0,0,0,0,3600,1800,0,0,0,0,1,1,1,2,,3,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
102,2372.98965829858,2,284523.8,,1,2,,36011.6,2,,3000,1,21536.8,,1,2,,32301.8,4,4,2,1,1,1,2,4462,0.8,1,1,0,1,1,0,1,1,150253,93281.6,13000,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434776.8,145818.4,585057.2,585057.2,5,0,0,0,0,5366.4,2464.8,0,0,1,5645,0,0,2,4,1,2,0,284523.8,,0,1,1,,,1,,,,4,375,4500,,,0,,2,2,37563.25,0,3000,,,,0,1,0,0,0,0,0,0,2,2,2,1,,1,2,1,114818.4,0,1,15000
103,3755.86321993566,2,90000,2,2,2,,20000,2,,1000,2,,,2,2,,44000,5,4,4,1,1,2,3,0,0,1,1,0,1,0,0,1,1,0,0,5034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90000,6034,96034,96034,2.6,0,0,0,0,4800,1200,0,0,1,12020,1,1,2,1,1,2,0,90000,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,,,0,0,0,0
104,111.220397815208,2,420000,,1,2,,24000,1,18000,24000,1,600,,1,2,,58733.2,5.2,3,6,3,1,1,3,0,0,1,1,0,0,0,0,1,1,525600,480000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945600,504600,1468200,1468200,5,0,0,0,0,5760,23040,0,0,1,1803,1,0,2,10,1,2,0,420000,,0,10,2,2,2,1,1,3,3,2,0,,,,0,,2,2,435000,0,32.8,,,,0,1,0,0,0,0,0,0,2,2,2,1,1,2,2,1,480600,0,1,0
105,4786.06837608784,2,180304,1,2,2,,27000,2,,6315.6,2,,,2,2,,46519,5,2,1,2,1,2,3,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,42070,0,0,1,42070,0,0,0,0,0,0,1,42070,138234,6315.6,186619.6,144549.6,3,0,0,0,348,5040,9360,1,27000,1,24000,1,1,1,8,1,2,348,180304,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,42070,0,0
106,2537.67930744053,2,180000,2,2,2,,12000,2,,4500,1,5000,,2,1,12000,21009,3,3,1,2,1,1,3,0,0,1,1,0,0,1,0,1,1,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180000,31500,211500,211500,4,0,0,0,0,5040,5040,0,0,1,6000,0,1,1,6,1,2,0,180000,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,449,,368,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,17000,0,0,10000
