h_2008,facine3,p2_69,p2_84,p2_70,p4_7_3,p4_15,p4_24,p4_35,p4_43,np1,np2_1,np2_82,np2_5,np2_8,np4_5,np4_10,np4_18,np4_33,np4_27,renthog,percrent,bage,nsitlabdom,neducdom,nnumadtrab,haveneg,havenegval,tienereal,cuentas,np5_1,seguro,penseg,cart_gest,valdeuhog,havedeuhog,sideuda,tienefin,tiene,otraspr,valhog,allf,salcuentas,valor,valseg,valpenseg,odeuhog,dvivpral,dpdte,deuoprop,dpdtehipo,deuhipv,hipo,phipo,perso,pperso,deuda_tarj,ptmos_tarj,otrasd,potrasd,adeuda,vdeuda,deuotros,actreales,actfinanc,riquezabr,riquezanet,percriq,pagodeuda,alim,nodur,gvehic,gimpvehic,tvehic,timpvehic,multipr,sex,educ,p2_2,p2_1,pagopr_vivpr,np2_5.1,p2_8,p2_9,p2_33,p2_35_1,p2_35_2,p2_35_3,p2_35a_1,p2_35a_2,p2_35a_3,p2_35a_4,p2_42_1,p2_43,rents,p7_4a,p7_4b,p2_23,p2_24,p2_25,p2_26,p2_39,pagopr_otr,p4_16,p4_40,p4_36,p4_25,s6_sum,s6_sum2,s6_sum3,s6_sum4,s6_sum5,s6_sum6,s6_sum7,s6_sum8,s6b_sum,s6b_sum_rent,p6_81,tipo_auton,direc,p5_1,empre,auton,riquezafin,deuda_vivienda,s6_owner
52,1085.97741006598,2,,,14,,,,,5,1,0,150253,1,1,0,0,0,0,18574,2,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,45000,0,0,1,45000,0,0,0,0,0,0,0,0,1,45000,0,105253,14,150267,105267,2,145,15480,6120,1,17000,1,12300,0,1,2,1,2,145,150253,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,1,0,0,0,0,0,0,0,1,0,,2,0,,0,45000,0
53,1922.430875046,2,,,7000,,,,,3,1,0,132223,0,1,0,0,0,0,12750.8,2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,14575.8,0,,0,0,0,0,0,0,0.2,7954.2,0,0,0,0,0,0,0,0,0,0,0.2,7954.2,0,138844.6,7000,153798.8,145844.6,2.2,41,6000,3600,0,0,1,7000,0.4,1,4,1,2,0,132223,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,0,,0,7954.2,0
54,2549.3021125248,1,4008.4,200,1000,,,,,1,1,1,270455,2,1,0,0,0,0,4087.4848,1,6,5,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,,12020,0,0,0,60101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270455,73121,347584.4,347584.4,4,0,3000,1800,0,0,0,0,0,2,2,1,2,0,270455,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,1,0,0,0,1,0,,2,0,,0,0,0
55,8.57164092756468,2,601,,30000,,,,,3,1,1,300506,2,1,0,0,0,0,93836.4504,6,4,4,2,1,1,0.8,1,1,1,0,1,0,0,0,0,1,1,302905,499517.6,,60000,65000,0,65000,0,0,1,50000,0,0,0,0,0,0,0,0,0,0,1,50000,0,553411,155000,1258529.6,1208529.6,5,340,5400,6360,0,0,1,7212,1,2,6,1,2,0,300506,2,0,2,1,1,,1,1,,,2,0,,,,0,,2,2,75726.25,0,,,,,0,0,0,0,0,0,1,0,0,0,2,0,,1,0,1,0,50000,1
56,341.815985476706,1,,5000,12000,,,,,1,1,0,135228,0,1,0,0,0,0,7105.9104,1,4,1,2,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,,7029,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135228,25029,160257,160257,2,0,3600,1200,0,0,1,12000,0,1,6,2,2,0,180304,,0,,,,,,,,,,0,,,,0,,1,2,0,0,,,,,0,0,1,0,0,0,0,0,0,0,1,0,,2,0,,0,0,0
57,123.952864170083,2,6010,,23000,97647,97277.2,,,1,1,1,300506,0,1,1,1,0,0,77417.2352,5.6,6,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,661113,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,961619,217924.2,1185553.2,1185553.2,5,0,8400,15600,0,0,1,600,1,2,6,2,2,0,300506,,0,6,2,3,1,6,1,1,1,6,120,2400,,,0,,2,2,165278.25,0,7512.2,,,6545,0,0,0,0,0,0,1,0,0,0,1,0,,2,0,,194924.2,0,1
58,6140.52996274426,1,,1800,4600,2760,,,,4,1,0,360607,2,1,1,0,0,0,79001.748,6,3,1,3,2,0,0,1,1,1,1,1,0,0,0,0,1,1,34214,0,,5000,800,734,1534,0,0,0,0,0,0,0,0,1,12000,0,0,0,0,1,12000,12000,394821,13894,408715,396715,4,193,9600,38400,0,0,1,25000,1,1,12,1,2,0,360607,2,0,1,1,,,4,,,,2,0,,,,0,,2,2,8553.5,0,55,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,0,,2760,0,1
59,2328.147646809,2,,,25000,,,,,4,1,0,661113,1,1,0,0,0,0,63942.5512,5.6,2,2,2,2,1,1,1,1,1,0,1,0,0,0,0,1,1,3e+05,3e+05,,50000,23000,0,23000,0,25000,1,252000,1,25000,0,0,0.4,10000,0,0,0.6,15000,1,302000,25000,684113,98000,1359113,1057113,5,2355.2,9000,21000,1,5000,1,23000,1,1,8,1,2,480,661113,1,0,1,1,,,1,,,,5,0,,,,0,,2,1.8,75000,1650,,,,,0,1,0,0,0,0,0,0,2,2,1,2,,1,1,1,0,277000,1
60,442.507688507035,2,,,10000,,,,,1,1,0,601012,2,1,0,0,0,0,24600.008,3,4,1,3,1,0,0,1,0,0,0,0,0,0,0,0,1,1,180304,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,781316,10000,791316,791316,5,0,6000,6000,0,0,1,3000,1,2,12,1,2,0,601012,2,0,1,1,,,1,,,,2,0,,,,0,,2,2,45076,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,0,,0,0,1
61,14145.7699661929,1,500,730,9000,3600,,,,3,1,1,240405,1,1,1,0,0,0,37784.3352,4,3,1,2,1,0,0,1,1,1,0,1,0,0,0,0,1,1,30000,0,,15000,6000,0,6000,0,1300,0,0,1,1300,0,0,0,0,0,0,0,0,1,1300,0,269105,33600,304505,303205,3,310,6000,2400,0,0,1,1000,1,1,6,1,2,310,240405,1,0,1,1,,,1,,,,2,0,,,,0,,2,2,7500,0,36,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,0,,3600,1300,1
62,1508.77210893559,2,6000,,500,,,,,3,1,1,270455,2,1,0,0,0,0,40119.84,4.2,5,5,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,194062.2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464517.2,500,471017.2,471017.2,4,0,10320,7680,0,0,1,10382.8,1,2,2,1,2,0,270455,2,0,1,1,,,1,,,,2,0,,,,0,,2,2,48515.55,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,0,0,1
63,317.153746473725,1,24040,1000,30000,15000,,,120202,1,1,1,492830,2,1,1,0,0,0,38654,4,4,5,3,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1442.4,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494272.4,165202,683514.4,683514.4,5,0,7740,10260,0,0,0,0,1,2,12,1,2,0,492830,2,0,1,2,,,1,,,,2,0,,,,0,,2,2,6010,0,200,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,15000,0,1
64,1655.24618968245,2,,,1000,3000,,,,3,1,0,510860,2,1,1,0,0,0,26826.88,3,4,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,144243,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655103,4000,659103,659103,5,0,7200,16800,0,0,1,601,1,1,6,1,2,0,510860,2,0,1,1,,,1,,,,2,0,,,,0,,2,2,36060.75,0,208.8,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,0,,3000,0,1
65,16.9370795780081,2,,,6000,,,,,2,0,0,,0,1,0,0,0,0,28112,3,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,6000,1,0,3612,2388,0,0,0,0,0,1,12,,1,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,0,,0,0,0
66,3199.88830958659,1,290.6,210,752.2,,,,,1,1,1,14110.272,0,1,0,0,0,0,7920.3552,1,4,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6907.6,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21017.872,752.2,22060.672,22060.672,1,0,2160,2400,0,0,0,0,1,2,2,2,2,0,41500.8,,0,1,2,,,3,,,,6,0,,,,0,,2,,1726.9,0,,,,,0,0,0,0,1,0,0,0,0,0,1,0,,2,0,,0,0,1
67,7962.44143162258,2,,,300,,,,,1,1,0,108182,2,1,0,0,0,0,9839.2,1,6,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108182,300,108482,108482,2,0,3600,1800,0,0,0,0,0,1,2,1,2,0,108182,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,0,0,0
68,7026.71888313975,2,1202,,2,,,,,4,1,1,240405,0,1,0,0,0,0,35300.64,4,2,1,2,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240405,2,241609,241609,3,0,15480,8520,0,0,1,12020,0,2,6,1,2,0,240405,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,0,,0,0,0
69,4456.15737535245,1,,450,400,,,,,3,1,0,120202,0,1,0,0,0,0,12048,1,3,4,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120202,400,120602,120602,2,0,3600,2400,0,0,1,200,0,2,2,2,2,0,120202,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,1,0,,2,0,,0,0,0
70,239.825445446459,2,3005,,11885.8,,10000,183,,1,1,1,102172,0,1,0,1,1,0,12614.256,1.2,6,4,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102172,40068.8,145245.8,145245.8,2,0,9030,570.000000000002,0,0,0,0,0,2,2,1,2,0,102172,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,90,348,0,0,0,0,0,0,1,0,0,0,,0,,2,0,,10183,0,0
71,9875.82078790977,1,60101,12020,1e+05,,,,,4,1,1,420708,0,1,0,0,0,0,64278.2888,6,4,6,3,3,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1200000,,0,12515.4,0,12515.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420708,112515.4,1793324.4,1793324.4,5,0,15480,2520,0,0,1,24040,0,1,12,1,2,0,420708,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,1,1,0,3,0,0,0
72,3332.37348486864,2,,,20000,1e+05,,,,1,1,0,192324,2,1,1,0,0,1,41329.66,4,6,5,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,22000,2e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192324,342000,534324,534324,4,0,15480,6120,0,0,1,7803,0,1,9,1,2,0,192324,2,0,,,,,,,,,,0,,,,0,,1,2,0,0,383.8,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,122000,0,0
73,2741.03750907114,1,,800,72,,,,,1,0,0,,0,1,0,0,0,0,6084.24,1,5,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,120202,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120202,72,120274,120274,2,0,2400,600,0,0,0,0,1,2,1,,3,0,,,0,1,1,,,1,,,,6,0,,,,0,,2,,30050.5,0,,,,,0,0,0,0,0,0,1,0,0,0,2,0,,2,0,,0,0,1
74,5751.92831789054,2,,,0,,,,,2,1,0,42071,0,0,0,0,0,0,9437.6,1,3,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,84047.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42071,0,126118.6,126118.6,2,0,2580,4620,0,0,1,200,0,1,2,2,2,0,42071,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,1,0,0,0,0,0,0,2,2,2,1,,2,1,1,0,0,0
75,1502.46301530522,1,,1200,3000,,,,,5,1,0,300506,2,1,0,0,0,0,25100,3,2,6,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300506,3000,303506,303506,3,0,12000,3600,0,0,1,3000,0,1,9,1,2,0,300506,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,,0,0,0
76,2156.23959595641,1,120202,2500,25000,58,,,,4,1,1,901518,1,1,1,0,0,1,121392.636,6,4,2,3,1,0,0,1,0,1,0,1,0,0,0,0,1,1,180304,0,52447,0,3500,0,3500,0,57700,0,0,1,57700,0,0,0,0,0,0,1,18388,1,76088,18388,1024122,81005,1283029,1206941,5,1567,18000,18000,0,0,1,35200,1,1,10,1,2,995,901518,1,0,1,1,,,1,,,,4,400,2500,,,0,,2,2,45076,0,7,,,,1,1,0,0,0,0,0,0,2,2,1,1,,1,1,,52505,57700,1
77,1408.98454500221,1,,6000,2000,,,,,3,1,0,300506,0,1,0,0,0,0,48593.6,5,4,1,1,3,0,0,1,0,1,0,1,0,0,0,0,1,1,280000,0,,0,12500,0,12500,0,0,0,0,0,0,1,70000,1,35000,0,0,0,0,1,105000,105000,580506,14500,595006,490006,4,1453,9600,8400,0,0,1,50000,1,1,4,1,2,0,300506,,0,3,1,2,2,1,1,3,3,6,0,,,,0,,2,2,70000,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,0,,0,0,1
78,30.5673231829574,1,,1000,12000,1e+05,,,,5,1,0,708415.4,0,1,1,0,0,0,91485.2832,5.6,3,6,3,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1162343.6,2014690.2,,0,40000,0,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1870759,152000,4037449.2,4037449.2,5,0,12000,12000,0,0,1,22000,1,1,10,1,2,0,708415.4,,0,1,1,,,1,,,,2,0,15000,,,0,,2,2,290585.9,0,2556.2,,,,0,1,0,0,0,0,0,0,2,2,2,2,1,1,1,2,1e+05,0,1
79,191.028528398788,1,,1000,2500,9694.4,,,,4,1,0,210354,0,1,1,0,0,0,60240,5,3,1,2,2,0,0,1,0,1,0,1,0,0,0,0,1,1,280973,0,,0,4301.6,0,4301.6,0,0,0,0,0,0,1,110000,1,5700,0,0,0,0,1,115700,115700,491327,16496,507823,392123,4,1190,9600,8400,0,0,1,24000,1,1,6,2,2,0,210354,,0,9,2,2,2,1,1,8,8,4,1580,4800,,,0,,2,1,132222.5,0,1026.8,,,,1,0,0,0,0,0,0,0,0,0,2,0,,1,0,,9694.4,0,1
80,2321.85875475247,1,,80,1000,,,,,1,1,0,210354,1,1,0,0,0,0,11947.6,1,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,33000,0,0,1,33000,0,0,1,17000,1,4500,0,0,1,54500,21500,177354,1000,211354,156854,2,504,2580,1020,0,0,0,0,0,1,4,1,2,254,210354,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,0,,0,33000,0
81,153.460946403521,2,,,12000,300506,,,,4,1,0,721215,2,1,1,0,0,1,84336,6,5,5,3,1,0,0,1,1,0,0,0,0,0,0,0,1,1,360607,0,80000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081822,404506,1486328,1486328,5,0,20640,10560,0,0,1,25000,1,1,10,1,2,0,721215,2,0,1,1,,,1,,,,2,0,,,,0,,2,2,90151.75,0,700,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,380506,0,1
82,2618.56487331325,2,,,1500,,,,,4,1,0,140000,1,1,0,0,0,0,36144,4,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,180000,0,0,1,180000,0,0,0,0,1,100,0,0,1,180100,100,-40000,1500,141500,-38600,1,1080,4200,2400,0,0,1,2000,0,2,9,1,2,1050,140000,1,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,1,0,0,0,0,0,0,0,1,0,,2,0,,0,180000,0
83,1453.68419955744,1,30000,60000,35000,120000,,,,4,1,1,1e+06,2,1,1,0,0,1,96417.9352,6,4,6,3,0,0,0,1,0,0,1,1,0,0,0,0,1,1,245000,0,650000,0,0,130537.2,130537.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1245000,935537.2,2210537.2,2210537.2,5,0,22188,26102.4,0,0,1,24000,1,1,10,1,2,0,1e+06,2,0,1,1,,,1,,,,2,0,,,,0,,2,2,61250,0,12000,,,,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,,770000,0,1
84,9031.07977151149,2,,,4500,,,,,3,1,0,210000,1,1,0,0,0,0,26104,3,2,1,3,1,0,0,1,0,0,0,0,0,0,0,0,1,1,42071,0,,0,0,0,0,0,158000,0,0,1,158000,0,0,0,0,0,0,0,0,1,158000,0,94071,4500,256571,98571,2,850,7740,11460,0,0,1,18030,1,2,12,1,2,850,210000,1,0,1,1,,,3,,,,7,0,,,,0,,2,,10517.75,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,0,,0,158000,1
85,21.8215002776574,1,3e+05,1000,3000,,,,,2,1,1,601012,2,1,0,0,0,1,120480,6,4,6,3,1,1,1,1,0,1,0,1,0,5e+06,1,1,1,1,3601518,1e+05,9e+06,0,1e+05,0,1e+05,5e+06,0,0,0,0,0,0,0,1,8e+06,0,0,0,0,1,8e+06,8e+06,4202530,14103000,18705530,10705530,5,2e+05,12000,228000,0,0,1,30000,1,1,10,1,2,0,601012,2,0,7,1,1,1,3,1,1,1,6,0,6000,,,0,,2,2,900379.5,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,9e+06,0,1
86,7109.50326634672,1,,8000,,,,,,4,1,0,114192,1,0,0,0,0,0,29055.76,3,1,1,2,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,,900,260,0,260,0,30051,0,0,1,30051,0,0,1,5000,0,0,0,0,1,35051,5000,84141,1160,115352,80301,2,580,6000,3600,0,0,1,6010,0,2,6,1,2,450,114192,1,0,,,,,,,,,,0,,,,0,,2,1,0,0,,,,,0,0,1,0,0,0,0,0,0,0,1,0,,1,0,,0,30051,0
87,261.34647842855,1,30051,1200,3000,,,,,2,1,1,510860,2,1,0,0,0,1,67591.8904,6,5,1,3,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,7000,0,40000,0,40000,0,0,0,0,0,0,0,0,0,0,1,440,0,0,1,440,440,510860,50000,590911,590471,4.2,146,9600,16800,0,0,1,1000,0,2,10,1,2,0,510860,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,0,,7000,0,0
88,1786.39081340027,2,,,2000,,,,,3,1,0,210354,1,1,0,0,0,0,43172,4,2,6,2,2,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,,0,6000,0,6000,0,60101,0,0,1,60101,0,0,0,0,0,0,0,0,1,60101,0,150253,8000,218354,158253,2,800,12000,12000,0,0,1,19232,0,1,6,1,2,800,210354,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,,0,60101,0
89,7226.71674831915,2,,,0,,,,,1,0,0,,0,0,0,0,0,0,12048,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1800,4200,0,0,0,0,0,2,4,,1,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,1,0,0,0,0,0,0,0,1,0,,2,0,,0,0,0
90,4798.95254974912,2,,,30000,,,,,1,0,0,,0,1,0,0,0,0,17890.6776,2.4,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300,0,0,1,300,300,0,70000,70000,69700,1,150,3600,1200,0,0,0,0,0,1,10,,1,0,,,0,,,,,,,,,,0,,,,0,,1,,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,0,,0,0,0
91,2728.64397476747,2,,,1361,,,,,2,1,0,180304,0,1,0,0,0,0,14377.28,2,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180304,1361,181665,181665,3,0,6000,3600,0,0,0,0,0,2,2,1,2,0,180304,,0,,,,,,,,,,0,,,,0,,2,1.6,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,0,0,0
92,1552.58326942452,1,,699,4953.6,,,,,2,1,0,240405,0,1,0,0,0,0,18072,2,6,5,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1,210354,0,,15912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450759,20865.6,471624.6,471624.6,4,0,7200,8400,0,0,1,12000,1,1,6,1,2,0,240405,,0,1,2,,,1,,,,5,0,,,,0,,2,2,52588.5,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,0,0,1
93,1707.80346884814,1,4000,960,1134,,,,,3,1,1,120000,1,1,0,0,0,0,38654,4,2,1,2,2,0,0,1,0,0,0,0,0,0,0,1,1,1,96000,0,,0,0,0,0,900,58500,1,7100,1,58500,0,0,0,0,0,0,0,0,1,65600,0,150400,2034,222034,156434,2,604,6000,24000,0,0,1,10000,1,2,10,1,2,489,120000,1,0,1,1,,,1,,,,5,0,,,,0,,2,1,24000,115,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,0,,0,65600,1
94,4910.72663681902,1,,2000,10000,6000,,,,3,1,0,360607,2,1,1,0,0,0,68673.6,6,5,4,1,2,1,1,1,1,0,0,0,0,0,0,0,1,1,0,19200,,1e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41242,1,41242,41242,360607,116000,495807,454565,4,1790,15480,8520,1,36000,1,139500,0,2,8,1,2,0,360607,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,400,,,,0,0,0,0,0,0,1,0,0,0,1,0,,2,0,1,6000,0,0
95,23.7819457879206,2,,,3000,,,,,2,1,0,212546.6,0,1,0,0,0,0,35977.7376,4.2,1,2,1,2,1,1,1,0,0,0,0,0,0,0,0,1,1,72121,60101,,0,0,0,0,0,0,1,18000,0,0,0,0,1,12020,0,0,0,0,1,30020,12020,266667.6,3000,347768.6,317748.6,3.2,740,4800,2400,1,19833,1,21636,1,2,8,2,2,0,212546.6,,0,1,1,,,5,,,,3,0,,,,0,,2,2,18030.25,500,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,0,1,0,18000,1
96,5779.87321298544,1,,2000,800,,,,,3,1,0,198334,1,1,0,0,0,0,55420.8,5,2,4,2,1,1,0.6,1,0,0,0,0,0,0,0,0,1,1,50000,25192,,0,0,0,0,0,20000,0,0,1,20000,0,0,0,0,0,0,0,0,1,20000,0,228334,800,274326,254326,3.2,300,8400,6000,0,0,1,1500,1,2,6,1,2,300,198334,1,0,1,1,,,3,,,,6,0,,,10000,0,,2,2,12500,0,,,,,0,0,1,0,0,0,1,0,0,0,1,0,,2,0,1,0,20000,1
97,184.489753017222,2,,,20000,,,,,1,1,0,420708,2,1,0,0,0,0,37920.4776,4,4,1,3,1,0,0,1,0,1,0,1,0,0,0,0,1,1,90152,0,,0,12000,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510860,32000,542860,542860,4,0,7200,16800,0,0,1,10000,1,2,12,1,2,0,420708,2,0,1,1,,,1,,,,2,0,,,,0,,2,2,45076,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,0,,0,0,1
98,415.946967782721,2,,,215,,,,,1,1,0,240000,2,1,0,0,0,0,7781,1,5,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240000,215,240215,240215,3,0,3612,5148,0,0,0,0,0,2,3,1,2,0,240000,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,0,,0,0,0
99,177.188267317346,2,,,853.6,,,,,3,1,0,200111.4,0,1,0,0,0,0,32697.6696,3.8,6,6,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200111.4,853.6,200965,200965,3,0,6000,2400,0,0,1,1337.6,0,2,2,1,2,0,200111.4,,0,,,,,,,,,,0,6600,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,1,2,0,,0,0,0
100,8887.49732102648,1,,1000,25000,,,,,4,1,0,350000,1,1,0,0,0,0,97388,6,3,6,3,2,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,,0,400,0,400,0,40000,0,0,1,40000,0,0,0,0,0,0,0,0,1,40000,0,310000,25400,375400,335400,4,500,7740,34260,0,0,1,6000,0,1,10,1,2,500,350000,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,,0,40000,0
101,1296.05671804796,2,,,4500,,,,,2,1,0,89556,0,1,0,0,0,0,8836.204,1,6,6,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89556,34500,124056,124056,2,0,2580,3420,0,0,0,0,0,1,2,2,2,0,89556,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,1,2,0,,0,0,0
102,2879.69856467381,1,6000,500,0,,,,,2,1,1,66111,2,0,0,0,0,0,18610.3448,2.2,4,4,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,,0,2500,0,2500,0,0,0,0,0,0,0,0,1,1000,0,0,0,0,1,1000,1000,66111,2500,74611,73611,1.8,100,4800,2400,1,2000,1,2000,0,2,4,1,2,0,66111,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,1,0,,0,0,0
