h_2008,facine3,p2_69,p2_84,p2_70,p4_7_3,p4_15,p4_24,p4_35,p4_43,np1,np2_1,np2_82,np2_5,np2_8,np4_5,np4_10,np4_18,np4_33,np4_27,renthog,percrent,bage,nsitlabdom,neducdom,nnumadtrab,haveneg,havenegval,tienereal,cuentas,np5_1,seguro,penseg,cart_gest,valdeuhog,havedeuhog,sideuda,tienefin,tiene,otraspr,valhog,allf,salcuentas,valor,valseg,valpenseg,odeuhog,dvivpral,dpdte,deuoprop,dpdtehipo,deuhipv,hipo,phipo,perso,pperso,deuda_tarj,ptmos_tarj,otrasd,potrasd,adeuda,vdeuda,deuotros,actreales,actfinanc,riquezabr,riquezanet,percriq,pagodeuda,alim,nodur,gvehic,gimpvehic,tvehic,timpvehic,multipr,sex,educ,p2_2,p2_1,pagopr_vivpr,np2_5.1,p2_8,p2_9,p2_33,p2_35_1,p2_35_2,p2_35_3,p2_35a_1,p2_35a_2,p2_35a_3,p2_35a_4,p2_42_1,p2_43,rents,p7_4a,p7_4b,p2_23,p2_24,p2_25,p2_26,p2_39,pagopr_otr,p4_16,p4_40,p4_36,p4_25,s6_sum,s6_sum2,s6_sum3,s6_sum4,s6_sum5,s6_sum6,s6_sum7,s6_sum8,s6b_sum,s6b_sum_rent,p6_81,tipo_auton,direc,p5_1,empre,auton,riquezafin,deuda_vivienda,s6_owner
4300,39.0616164221935,1,30000,5000,60000,4e+05,30000,,,4,1,1,7e+05,0,1,1,1,0,1,101404,6,3,6,3,3,1,1,1,0,1,0,1,0,0,0,0,1,1,300506,70000,35000,0,70000,0,70000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000506,595000,1695506,1695506,5,0,12000,6000,0,0,1,45000,1,1,10,2,2,0,7e+05,,0,1,1,,,8,,,,3,0,,,,0,,2,2,75126.5,0,12000,,,4000,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,465000,0,1
4301,1175.15370878247,2,,,2000,,,,,4,1,0,330416.2,0,1,0,0,0,0,29769.604,3.2,4,4,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330416.2,2000,332416.2,332416.2,3.6,0,7740,10260,0,0,1,18427.8,0,2,4,1,2,0,330416.2,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,1,0,,2,0,,0,0,0
4302,14.0138247110938,2,,,2000,,,,,4,1,0,540911,2,1,0,0,0,1,106424,6,3,1,3,2,0,0,1,1,1,1,1,0,0,0,0,1,1,59500.32,0,30000,30000,1e+05,45000,145000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600411.32,207000,807411.32,807411.32,5,0,15480,8520,0,0,1,25000,1,1,12,1,2,0,540911,2,0,1,1,,,1,,,,2,0,,,,0,,2,2,45076,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,0,,30000,0,1
4303,23466.5534178001,1,,1300,5013.8,1500,,,,1,1,0,141889.3,2,1,1,0,0,0,15883.28,2,4,4,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,161785.9,0,,0,18030,0,18030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303675.2,24543.8,328219,328219,3.6,0,6000,3600,0,0,0,0,1,2,4,1,2,0,283778.6,2,0,1,1,,,1,,,,2,0,,,,0,,2,2,80892.95,0,66.2,,,,0,0,0,0,1,0,0,0,0,0,2,0,,1,0,,1500,0,1
4304,28.6386895955866,1,3000,700,14600,28000,,,,4,1,1,901518,1,1,1,0,0,0,67268,6,2,2,3,1,1,0.6,1,0,1,0,1,0,0,0,0,1,1,0,201642,,0,43000,0,43000,0,93758,0,0,1,93758,0,0,0,0,0,0,0,0,1,93758,0,807760,85600,1191760,1098002,5,1109,18000,10800,0,0,1,27000,0,1,12,1,2,1109,901518,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,0,,,,0,1,0,0,0,0,0,0,2,2,2,3,,1,1,1,28000,93758,0
4305,75.0073083023088,2,,,4500,,,,,2,1,0,228385,2,1,0,0,0,0,16566,2,6,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228385,4500,232885,232885,3,0,12900,1500,0,0,0,0,0,1,3,1,2,0,228385,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,0,0,0
4306,160.078860331186,2,,,,,,,,2,1,0,194507.8,0,0,0,0,0,1,16264.8,2,6,5,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,18802,0,15000,36061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213309.8,51061,264370.8,264370.8,3,0,2400,1800,0,0,1,50,1,1,4,1,2,0,194507.8,,0,1,1,,,4,,,,2,0,,,,0,,2,2,4700.5,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,,2,0,,15000,0,1
4307,2595.07284086781,2,,,2000,,,60101,,2,1,0,120202,2,1,0,0,1,0,28272.64,3,5,5,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,492830,0,,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613032,82101,695133,695133,5,0,2880,2520,0,0,1,4000,1,1,2,1,2,0,120202,2,0,1,1,,,1,,,,2,0,,,,0,,2,2,123207.5,0,,,2000,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,60101,0,1
4308,4458.90340252102,2,,,60000,,,,,4,1,0,120202,2,1,0,0,0,1,63160.636,5.6,5,5,1,2,0,0,1,0,1,0,1,0,0,0,0,1,1,48081,0,25000,0,7000,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168283,92000,260283,260283,3,0,7200,4800,0,0,1,8000,1,1,2,1,2,0,120202,2,0,1,1,,,1,,,,2,0,,,,0,,2,2,12020.25,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,1,0,,25000,0,1
4309,87.1341451193785,2,,,3500,6010,,,,1,0,0,,0,1,1,0,0,0,24999.6,3,6,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9510,9510,9510,1,0,10320,8880,0,0,0,0,0,2,10,,3,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,300,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,6010,0,0
4310,123.952864170083,2,,,30000,1e+05,,,,1,1,0,238000,0,1,1,0,0,1,74938.56,6,6,6,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,300506,0,3e+05,1e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538506,530000,1068506,1068506,5,0,7200,3600,0,0,0,0,1,2,4,1,2,0,238000,,0,2,1,1,,1,1,,,4,6000,60000,,,0,,2,2,75126.5,0,6000,,,,0,0,0,1,0,0,0,0,0,0,2,0,1,2,0,,4e+05,0,1
4311,3160.29242691164,2,,,6099,3000,,,,3,1,0,90152,2,1,1,0,0,0,59058.4928,5.2,4,2,2,2,1,0.8,1,0,1,0,1,0,0,0,0,1,1,54647.3,148364.4,,0,14250,0,14250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144799.3,23349,316512.7,316512.7,3.4,0,14400,13200,0,0,1,2404,1,2,10,1,2,0,90152,2,0,1,1,,,2,,,,3,0,,,,0,,2,2,27323.65,0,0,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,0,1,3000,0,1
4312,2017.0851912048,2,,,200,,,,,3,1,0,78132,1,1,0,0,0,0,8132.4,1,3,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,32000,0,0,1,32000,0,0,0,0,0,0,0,0,1,32000,0,46132,200,78332,46332,1,260,6000,6000,0,0,0,0,0,2,2,1,2,260,78132,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,0,,0,32000,0
4313,3283.01729375864,2,,,1800,,,,,1,1,0,108182,1,1,0,0,0,0,14457.6,2,2,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,,0,1440,0,1440,0,70000,0,0,1,70000,0,0,0,0,0,0,0,0,1,70000,0,38182,3240,111422,41422,1,417,1800,3000,0,0,1,1000,0,2,4,1,2,417,108182,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,0,,0,70000,0
4314,4438.97663388466,2,,,8904.6,,,,,1,1,0,226950,0,1,0,0,0,0,7028,1,6,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,18271,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245221,8904.6,254125.6,254125.6,3,0,516,2896.8,0,0,0,0,1,1,2,1,2,0,226950,,0,1,2,,,3,,,,1,0,,,,0,,2,2,4567.75,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,,2,0,,0,0,1
4315,425.23676823746,1,1000,600,6000,30051,,,,1,1,1,510860,0,1,1,0,0,1,119476,6,4,1,3,1,0,0,1,1,1,0,1,0,0,0,0,1,1,150253,0,30051,3000,24000,0,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661113,93102,755215,755215,5,0,6000,18000,0,0,1,1000,1,2,10,2,2,0,510860,,0,1,1,,,1,,,,2,0,,,,0,,2,2,37563.25,0,1500,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,0,,60102,0,1
4316,259.440218248169,1,,1200,25000,,,,,2,1,0,322807.8,2,1,0,0,0,0,77454.3832,6,4,1,3,2,0,0,1,0,1,0,1,0,0,0,0,1,1,180304,0,,0,46000,0,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503111.8,71000,574111.8,574111.8,4,0,6000,22800,0,0,1,30000,1,2,12,1,2,0,322807.8,2,0,1,1,,,1,,,,2,0,,,,0,,2,2,45076,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,0,,0,0,1
4317,5359.95969586668,1,,600,1000,,,,,4,1,0,90152,0,1,0,0,0,0,26104,3,4,1,2,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90152,1000,91152,91152,2,0,8400,3600,0,0,1,12000,0,1,6,1,2,0,90152,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,0,,0,0,0
4318,3046.03312272686,2,,,3000,,,,,2,1,0,240405,0,1,0,0,0,0,17670.4,2,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240405,3000,243405,243405,3,0,9600,8400,0,0,0,0,0,1,2,1,2,0,240405,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,0,0,0
4319,3898.79653958574,2,,,1867.8,,,,,2,1,0,180000,0,1,0,0,0,0,17068,2,4,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,6000,0,,0,3265,0,3265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186000,5132.8,191132.8,191132.8,3,0,6000,2400,0,0,1,6000,1,1,2,1,2,0,180000,,0,1,1,,,4,,,,2,0,,,,0,,2,2,1500,0,,,,,0,0,1,0,0,0,0,0,0,0,1,0,,1,0,,0,0,1
4320,113.541085945473,1,20000,4500,15350,,,,,3,1,1,4e+05,0,1,0,0,0,0,81233.64,6,2,6,3,2,1,1,1,1,1,0,1,0,0,0,0,1,1,750000,3e+05,,12000,23000,0,23000,0,0,1,16000,0,0,0,0,0,0,0,0,0,0,1,16000,0,1134000,50350,1520350,1504350,5,659,24000,12000,1,42500,1,57000,1,1,12,2,2,0,4e+05,,0,2,1,1,,1,6,,,2,0,,,,0,,2,2,187500,659,,,,,0,1,0,0,0,0,0,0,2,2,2,1,1,1,1,1,0,16000,1
4321,8065.72043592289,1,,350,2000,,,,,2,1,0,138233,1,1,0,0,0,0,51304.4,5,2,6,3,2,1,1,1,1,1,0,1,0,0,0,0,1,1,0,24000,,6000,2880,0,2880,0,36000,0,0,1,36000,0,0,1,8000,1,50,0,0,1,44050,8050,102233,10880,173113,129063,2,600,7200,2400,0,0,1,3000,0,1,10,1,2,450,138233,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,1,0,0,0,0,0,0,2,2,1,1,1,1,1,3,0,36000,0
4322,65.9943119957749,2,,,,12000,,,,2,1,0,420708,2,0,1,0,0,0,31307.732,4,5,4,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,39.4,0,0,0.2,39.4,39.4,420708,42000,462708,462668.6,4,30,6000,6000,0,0,0,0,0,2,5,1,2,0,420708,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,872,,,,0,0,0,0,0,0,1,0,0,0,1,0,,2,0,,12000,0,0
4323,1166.91554544284,2,,,2000,,,,,3,1,0,90151,0,1,0,0,0,0,24127.124,2.8,6,5,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,16700,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106851,2000,108851,108851,2,0,5160,840.000000000001,0,0,0,0,1,2,1,2,2,0,90151,,0,1,2,,,3,,,,6,0,,,,0,,2,2,4175,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,0,0,1
4324,132.712483521507,2,,,8000,135000,,,,4,1,0,300506,2,1,1,0,0,0,62047.2,5.2,3,5,3,1,0,0,1,1,0,0,0,0,0,0,0,1,1,36061,0,,85000,0,0,0,0,0,0,0,0,0,0,0,1,6486,0,0,0,0,1,6486,6486,336567,228000,564567,558081,4,400,6600,12600,0,0,1,10000,1,2,10,1,2,0,300506,2,0,1,2,,,3,,,,6,0,,,,0,,2,2,9015.25,0,10000,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,135000,0,1
4325,6098.61536379896,1,,7000,45000,,,,,2,1,0,150253,1,1,0,0,0,0,55260.7624,5,2,6,2,2,1,1,1,0,1,0,1,0,0,0,0,1,1,0,31736.4,,0,6000,0,6000,0,73000,0,0,1,73000,0,0,1,4000,0,0,0,0,1,77000,4000,77253,51000,232989.4,155989.4,2,866,7200,4800,0,0,1,20000,0,1,8,1,2,540,150253,1,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,1,0,0,0,0,0,0,2,2,1,3,1,1,1,3,0,73000,0
4326,2938.56934979118,2,,,1000,,,,,2,1,0,210354,2,1,0,0,0,0,20682.4,2,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,3000,0,0,0,0,1,3000,3000,210354,1000,211354,208354,3,270,7740,4260,0,0,1,500,0,2,2,1,2,0,210354,2,0,,,,,,,,,,0,,,,0,,2,1,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,0,0,0
4327,281.99870818854,2,17666.2,,18093.4,,,,,1,1,1,300506,0,1,0,0,0,0,34990.8056,3.8,5,4,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,,215321.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300506,233415,551587.2,551587.2,4.2,0,3600,8400,0,0,1,3000,0,2,9,1,2,0,300506,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,0,,0,0,0
4328,2604.93342833589,2,20000,,1500,,,,,2,1,1,540911,0,1,0,0,0,0,43573.6,4,3,1,3,1,0,0,1,0,1,1,1,0,0,0,0,1,1,480810,0,,0,1200,24000,25200,0,0,0,0,0,0,1,14000,0,0,0,0,0,0,1,14000,14000,1021721,26700,1068421,1054421,5,300,6000,12000,0,0,1,10000,1,2,10,2,2,0,540911,,0,1,1,,,1,,,,2,0,,,,0,,2,,120202.5,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,0,,0,0,1
4329,233.9799811792,2,,,1332.2,,,,,2,1,0,413046.2,2,1,0,0,0,0,4819.2,1,5,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,60000,0,0,0,0,0,0,1,60000,60000,413046.2,1332.2,414378.4,354378.4,3.8,1100,7740,660.000000000001,0,0,1,2000,0,2,2,1,2,0,413046.2,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,0,1,0,0,2,0,,2,0,,0,0,0
4330,4893.6637670172,2,,,5129.6,,,,,5,1,0,79598.2,0,1,0,0,0,0,35386.5824,3.8,3,1,1,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,3000,0,0,0,0,1,3000,3000,79598.2,5129.6,84727.8,81727.8,1.6,400,7200,8400,1,14900,1,10000,0,1,2,1,2,0,79598.2,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,0,,0,0,0
4331,1027.04152547407,2,,,0,,,,,5,1,0,3e+05,1,0,0,0,0,0,62454.824,5.6,3,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,146000,0,0,1,146000,0,0,0,0,0,0,0,0,1,146000,0,154000,0,3e+05,154000,2,780,9600,8400,0,0,1,1000,0,2,10,1,2,780,3e+05,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,0,,0,146000,0
4332,1263.13005619373,2,,,2500,,,,,5,0,0,,0,1,0,0,0,1,34146.04,4,3,1,1,2,0,0,1,0,0,0,0,0,0,0,0,1,1,180304,0,5000,0,0,0,0,0,0,1,70000,0,0,0,0,0,0,0,0,0,0,1,70000,0,110304,7500,187804,117804,2,400,9600,600,0,0,1,5500,1,2,2,,97,0,,,0,1,1,,,1,,,,6,0,,,,0,,2,,45076,400,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,0,,5000,70000,1
4333,5100.7707934369,2,,,1000,,,,,3,1,0,180304,0,1,0,0,0,0,20024.9808,2,5,4,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180304,1000,181304,181304,3,0,7800,9000,0,0,1,6000,0,2,2,1,2,0,180304,,0,,,,,,,,,,0,,,,0,,2,1,0,0,,,,,0,0,0,0,0,0,1,0,0,0,1,0,,2,0,,0,0,0
4334,258.524247686904,2,6000,,77000,40000,,,,4,1,1,5e+05,2,1,1,0,0,0,95882,6,3,6,3,2,1,1,1,0,1,0,1,0,0,0,0,1,1,1140000,1270000,,0,101400,0,101400,0,0,1,134000,0,0,0,0,1,211276,0,0,0,0,1,345276,211276,1506000,218400,3134400,2789124,5,3000,6192,47808,0,0,1,36000,1,2,12,1,2,0,5e+05,2,0,6,1,2,2,1,1,1,1,6,2110,,,,0,,2,2,285000,1200,150,,,,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,40000,134000,1
4335,822.738891882709,2,2000,,300,,,,,4,1,1,265102.4,0,1,0,0,0,0,29517.6,3,5,4,3,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265102.4,300,267402.4,267402.4,3.2,0,7740,660.000000000001,0,0,1,10000,0,2,2,1,2,0,265102.4,,0,,,,,,,,,,0,,,,0,,2,1.8,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,0,,0,0,0
4336,1113.59706432596,1,,1200,600,,,,,4,0,0,,0,1,0,0,0,0,29750.3272,3.8,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,600,600,1,0,3096,2064,0,0,0,0,0,2,4,,1,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,0,,0,0,0
4337,717.396815308729,1,,1200,500,,,,,5,1,0,210354,1,1,0,0,0,0,27409.2,3,4,1,1,3,0,0,1,0,0,0,0,0,0,0,0,1,1,210354,0,,0,0,0,0,0,9015,0,0,1,9015,0,0,0,0,0,0,0,0,1,9015,0,411693,500,421208,412193,4,550,5160,2640,0,0,1,15000,1,2,4,1,2,550,210354,1,0,1,1,,,1,,,,2,0,,,,0,,2,2,52588.5,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,0,,0,9015,1
4338,291.843664722026,2,1803,,90152,15025,,,,1,1,1,480810,0,1,1,0,0,0,11686.56,1,6,5,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,120202,12020,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601012,105177,720012,720012,5,0,2400,6000,0,0,1,6010,1,1,2,2,2,0,480810,,0,1,1,,,1,,,,3,0,,,,0,,2,2,30050.5,0,200,,,,0,0,0,1,0,0,0,0,0,0,2,0,,2,0,1,15025,0,1
4339,2217.91776063694,1,,450,9000,,,,,2,1,0,90152,0,1,0,0,0,0,13052,2,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,90152,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180304,9000,189304,189304,3,0,6000,12000,0,0,1,1000,1,1,2,2,2,0,90152,,0,1,1,,,3,,,,1,0,,,,0,,2,2,22538,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,0,0,1
4340,8493.19040577792,2,,,5,,,,,1,1,0,35700.06,2,1,0,0,0,0,2008,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,,0,0,0,0,6010,0,0,0,0,0,0,0,0,0,1,6000,0,0,1,6000,6000,35700.06,6015,41715.06,35715.06,1,66,1290,1110,0,0,1,500,0,1,2,1,2,0,108182,2,0,,,,,,,,,,0,,,,0,,1,2,0,0,,,,,0,0,1,0,0,0,0,0,0,0,1,0,,2,0,,0,0,0
4341,2029.34067129953,2,500,,300,,,,,2,1,1,132223,0,1,0,0,0,0,18072,2,3,1,2,1,0,0,1,0,1,0,1,0,0,0,0,1,1,42071,0,,0,5000,0,5000,0,0,1,38000,0,0,0,0,0,0,1,300,0,0,1,38300,300,136294,5300,180094,141794,2,400,6000,4800,0,0,1,500,1,2,6,2,2,0,132223,,0,1,1,,,1,,,,2,0,,,,0,,2,1,10517.75,300,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,0,,0,38000,1
4342,4375.75888733287,2,,,280,,,,,2,1,0,48081,0,1,0,0,0,0,5622.4,1,5,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48081,280,48361,48361,1,0,2160,1440,0,0,0,0,0,2,2,1,2,0,48081,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,0,,0,0,0
4343,3559.15844060533,1,3000,1200,3515.6,300,,,,4,1,1,240405,2,1,1,0,0,0,32379,4,3,4,1,2,0,0,1,0,1,0,1,0,0,0,1,1,1,180304,0,,0,672.8,0,672.8,200,0,1,135000,0,0,0,0,0,0,0,0,1,800,1,135800,800,285709,4688.4,428397.4,292597.4,3,1136,5489.04,2910.96,0,0,1,7000,1,1,4,1,2,0,240405,2,0,1,1,,,3,,,,7,0,,,,0,,2,1,45076,900,42.2,,,,1,0,0,0,1,0,0,0,0,0,1,0,,1,0,,300,135000,1
4344,8644.24140216437,1,,900,1500,,,,,4,1,0,60101,1,1,0,0,0,0,25501.6,3,2,1,2,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,10000,0,0,1,10000,0,0,1,13312,0,0,0,0,1,23312,13312,50101,1500,61601,38289,1,1247,3600,2400,1,3000,1,3100,0,2,9,1,2,189,60101,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,0,,0,10000,0
4345,3892.87515955409,2,,,,,,,,4,0,0,,0,0,0,0,0,0,7530,1,2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,1,0,2400,3000,0,0,1,2000,0,1,2,,1,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,0,0,1,0,0,0,0,0,2,0,,2,0,,0,0,0
4346,9.33691797714275,1,5000,1200,12000,1500,,,,3,1,1,5e+05,2,1,1,0,0,0,89068.2536,5.6,4,6,2,2,1,1,1,0,1,0,1,0,0,0,0,1,1,344577,90152,,0,65000,0,65000,0,0,1,60101,0,0,0,0,0,0,0,0,0,0,1,60101,0,784476,78500,1018229,958128,5,301,9600,8400,0,0,1,30051,1,1,6,1,2,0,5e+05,2,0,7,1,1,1,4,8,1,1,3,1057,12100,,,0,,2,2,86144.25,0,30,,,,0,1,0,0,0,0,0,0,2,2,2,2,1,1,1,3,1500,60101,1
4347,2350.33807742411,1,12020,300,3000,,,,,2,1,1,108182,0,1,0,0,0,0,12449.6,1,6,5,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,,9015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108182,12015,132217,132217,2,0,7200,600,0,0,1,5000,0,2,2,1,2,0,108182,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,0,0,0
4348,6009.12670586499,1,,5000,12000,,,,,2,1,0,228385,1,1,0,0,0,0,43172,4,1,1,2,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,195000,0,0,1,195000,0,0,1,33000,0,0,0,0,1,228000,33000,33385,12000,240385,12385,1,1335,3000,23400,0,0,1,15000,0,1,7,1,2,1100,228385,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,0,,0,195000,0
4349,3261.9396489106,2,,,7758.6,,,,,1,1,0,300506,2,1,0,0,0,0,7574.9792,1,6,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300506,7758.6,308264.6,308264.6,3,0,3600,2400,0,0,0,0,0,2,2,1,2,0,300506,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,1,0,,2,0,,0,0,0
4350,1774.78338662405,2,,,14720,,,,,3,1,0,1e+05,1,1,0,0,0,0,20632.2,2,2,1,1,2,0,0,1,0,0,0,0,0,0,0,0,1,1,50000,0,,0,0,0,0,0,81280,0,0,1,81280,0,0,1,10000,0,0,0,0,1,91280,10000,68720,14720,164720,73440,1.6,544,2400,8400,0,0,1,1000,1,1,4,1,2,372,1e+05,1,0,1,1,,,3,,,,7,0,,,,0,,1,,12500,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,0,,0,81280,1
